$FLYS,1
$VAR,FIRMWARE_VER,v2023.09.22
$VAR,DEVICE_ID,004300364b34500b20393636
$VAR,SESSION_ID,9bab3c02b932c3477e1f0e7b
$COL,BARO,time,pressure,temperature
$UNIT,BARO,s,Pa,deg C
$COL,HUM,time,humidity,temperature
$UNIT,HUM,s,percent,deg C
$COL,MAG,time,x,y,z,temperature
$UNIT,MAG,s,gauss,gauss,gauss,deg C
$COL,IMU,time,wx,wy,wz,ax,ay,az,temperature
$UNIT,IMU,s,deg/s,deg/s,deg/s,g,g,g,deg C
$COL,TIME,time,tow,week
$UNIT,TIME,s,s,
$COL,VBAT,time,voltage
$UNIT,VBAT,s,volt
$DATA
$MAG,105277.349,-0.039,0.672,-0.279,15.9
$BARO,105277.364,96241.47,19.03
$HUM,105277.373,48.2,17.9
$BARO,105277.405,96251.09,19.03
$IMU,105277.410,40.649,-6.713,-58.166,0.06884,-0.15234,1.02050,18.27
$BARO,105277.446,96245.12,19.04
$MAG,105277.449,-0.061,0.636,-0.288,15.9
$HUM,105277.454,48.4,17.9
$IMU,105277.486,52.124,9.887,-55.419,0.14941,-0.11230,0.93701,18.22
$BARO,105277.487,96241.83,19.03
$BARO,105277.527,96238.54,19.04
$HUM,105277.535,48.4,17.9
$VBAT,105277.538,3.911
$MAG,105277.549,-0.042,0.583,-0.315,15.9
$IMU,105277.561,67.016,34.851,-33.142,0.05175,0.23779,1.00097,18.29
$BARO,105277.568,96251.09,19.04
$BARO,105277.609,96250.12,19.04
$HUM,105277.616,48.6,17.9
$IMU,105277.637,42.663,39.367,-14.648,-0.08251,0.36328,0.98583,18.20
$MAG,105277.649,-0.018,0.558,-0.315,15.8
$BARO,105277.650,96240.83,19.05
$BARO,105277.690,96242.00,19.04
$HUM,105277.697,48.5,17.9
$IMU,105277.712,8.666,21.362,-11.962,-0.10449,0.26806,0.92578,18.30
$BARO,105277.731,96241.42,19.04
$MAG,105277.749,-0.010,0.568,-0.307,15.8
$BARO,105277.772,96241.22,19.04
$HUM,105277.778,48.6,17.9
$IMU,105277.788,0.854,6.286,-5.310,-0.08837,0.24609,0.88720,18.27
$BARO,105277.813,96245.10,19.05
$MAG,105277.849,-0.003,0.562,-0.322,15.9
$BARO,105277.853,96242.78,19.05
$HUM,105277.859,48.6,17.9
$IMU,105277.863,0.427,8.728,-0.244,-0.10546,0.33447,0.94873,18.28
$BARO,105277.894,96254.34,19.05
$BARO,105277.935,96252.80,19.05
$IMU,105277.939,-13.916,13.610,1.586,-0.19335,0.35302,0.96533,18.24
$HUM,105277.940,48.4,17.9
$MAG,105277.949,0.006,0.582,-0.313,16.0
$BARO,105277.976,96258.97,19.05
$IMU,105278.014,-28.259,11.840,10.070,-0.21728,0.19531,0.97363,18.30
$BARO,105278.016,96247.02,19.05
$HUM,105278.022,48.6,17.9
$MAG,105278.049,0.027,0.600,-0.294,15.9
$BARO,105278.057,96250.07,19.06
$IMU,105278.090,-17.517,17.028,22.766,-0.21777,0.07861,1.02392,18.29
$BARO,105278.098,96238.30,19.06
$HUM,105278.103,48.6,17.9
$BARO,105278.139,96245.44,19.05
$MAG,105278.149,0.051,0.580,-0.298,15.9
$IMU,105278.165,8.728,18.249,36.743,-0.26953,0.28710,1.14404,18.23
$BARO,105278.179,96246.97,19.06
$HUM,105278.184,48.6,17.9
$BARO,105278.220,96244.44,19.06
$IMU,105278.241,5.554,5.004,54.138,-0.30957,0.13281,1.09179,18.25
$MAG,105278.249,0.064,0.567,-0.298,15.8
$BARO,105278.261,96248.70,19.06
$HUM,105278.265,48.6,17.9
$BARO,105278.302,96245.22,19.06
$IMU,105278.316,10.986,-9.948,44.311,-0.11816,0.00341,0.93554,18.28
$BARO,105278.342,96242.73,19.06
$HUM,105278.346,48.5,17.9
$MAG,105278.349,0.070,0.534,-0.310,15.8
$BARO,105278.383,96241.93,19.07
$IMU,105278.392,34.729,-0.366,28.137,-0.05322,0.20019,0.92041,18.29
$BARO,105278.424,96251.58,19.07
$HUM,105278.427,48.5,17.9
$MAG,105278.449,0.097,0.502,-0.318,15.9
$BARO,105278.465,96241.73,19.07
$IMU,105278.467,26.245,21.667,29.907,-0.23632,0.38037,0.98095,18.27
$BARO,105278.505,96254.29,19.07
$HUM,105278.508,48.7,17.9
$VBAT,105278.539,3.908
$IMU,105278.543,-4.150,24.597,23.376,-0.29638,0.26416,0.86816,18.27
$BARO,105278.546,96242.68,19.07
$MAG,105278.549,0.121,0.492,-0.292,16.0
$BARO,105278.587,96252.53,19.07
$HUM,105278.589,48.5,17.9
$IMU,105278.618,-13.549,16.113,-1.098,-0.24609,0.31250,0.85449,18.30
$BARO,105278.628,96247.12,19.08
$MAG,105278.649,0.126,0.522,-0.295,16.0
$BARO,105278.668,96250.97,19.07
$HUM,105278.670,48.5,17.9
$IMU,105278.694,-25.512,14.465,-9.826,-0.18408,0.33935,0.92919,18.31
$BARO,105278.709,96234.74,19.08
$MAG,105278.749,0.141,0.550,-0.277,15.9
$BARO,105278.750,96242.83,19.09
$HUM,105278.752,48.6,17.9
$IMU,105278.769,-41.809,24.291,-2.441,-0.23681,0.25537,0.92626,18.33
$BARO,105278.791,96245.17,19.08
$BARO,105278.831,96242.46,19.08
$HUM,105278.833,48.6,17.9
$IMU,105278.845,-45.471,29.357,-0.793,-0.30371,0.22167,0.92871,18.32
$MAG,105278.849,0.162,0.586,-0.241,15.9
$BARO,105278.872,96238.76,19.09
$BARO,105278.913,96253.82,19.09
$HUM,105278.914,48.5,17.9
$IMU,105278.921,-46.630,22.216,0.488,-0.43212,0.11718,0.96630,18.29
$MAG,105278.949,0.172,0.618,-0.228,15.8
$BARO,105278.954,96251.12,19.09
$BARO,105278.994,96253.82,19.09
$HUM,105278.995,48.5,17.9
$IMU,105278.996,-34.973,9.094,-1.464,-0.37158,-0.02050,0.93359,18.33
$BARO,105279.035,96245.90,19.09
$MAG,105279.049,0.187,0.616,-0.208,16.0
$IMU,105279.072,-0.793,24.108,1.831,-0.33837,-0.02636,0.94580,18.30
$BARO,105279.076,96240.51,19.09
$HUM,105279.076,48.5,17.9
$BARO,105279.117,96243.98,19.09
$IMU,105279.147,22.644,55.419,12.145,-0.55517,-0.01123,0.90625,18.36
$MAG,105279.149,0.234,0.595,-0.189,16.0
$BARO,105279.157,96236.64,19.09
$HUM,105279.157,48.5,17.9
$BARO,105279.198,96243.56,19.10
$IMU,105279.223,24.597,57.617,14.038,-0.75830,-0.02001,0.83886,18.31
$HUM,105279.238,48.5,17.9
$BARO,105279.239,96239.71,19.10
$MAG,105279.249,0.252,0.558,-0.172,16.0
$BARO,105279.280,96244.34,19.10
$IMU,105279.298,40.954,22.460,13.732,-0.69873,0.11572,0.84521,18.34
$HUM,105279.319,48.4,17.9
$BARO,105279.320,96248.39,19.10
$MAG,105279.349,0.261,0.538,-0.196,15.9
$BARO,105279.361,96245.51,19.10
$IMU,105279.374,39.489,4.943,1.892,-0.52246,0.12548,0.81689,18.38
$HUM,105279.401,48.4,17.9
$BARO,105279.402,96242.98,19.10
$BARO,105279.443,96252.82,19.10
$MAG,105279.449,0.268,0.511,-0.187,16.0
$IMU,105279.449,41.687,12.329,0.122,-0.47802,0.20166,0.78369,18.33
$HUM,105279.482,48.7,17.9
$BARO,105279.483,96245.88,19.10
$BARO,105279.524,96246.46,19.11
$IMU,105279.525,36.987,20.385,0.671,-0.59863,0.37011,0.75390,18.34
$MAG,105279.549,0.276,0.498,-0.180,16.0
$VBAT,105279.549,3.914
$HUM,105279.563,48.9,17.9
$BARO,105279.565,96255.90,19.11
$IMU,105279.600,16.723,6.042,-5.798,-0.63916,0.38476,0.72167,18.33
$BARO,105279.606,96250.70,19.10
$HUM,105279.644,49.0,17.9
$BARO,105279.646,96248.95,19.11
$MAG,105279.649,0.264,0.504,-0.192,16.0
$IMU,105279.676,3.173,-14.526,-13.916,-0.52832,0.34814,0.72314,18.30
$BARO,105279.687,96242.56,19.11
$HUM,105279.725,48.5,17.9
$BARO,105279.728,96239.47,19.11
$MAG,105279.749,0.267,0.511,-0.198,15.9
$IMU,105279.751,-3.723,-13.244,-15.502,-0.43798,0.28417,0.76660,18.34
$BARO,105279.769,96245.85,19.11
$HUM,105279.806,48.6,18.0
$BARO,105279.809,96239.47,19.11
$IMU,105279.827,-3.417,2.502,-4.760,-0.50976,0.25585,0.80322,18.33
$MAG,105279.849,0.262,0.517,-0.189,16.0
$BARO,105279.850,96246.22,19.11
$HUM,105279.888,48.7,18.0
$BARO,105279.891,96244.88,19.11
$IMU,105279.902,-0.854,11.047,-12.451,-0.71679,0.28662,0.76855,18.38
$BARO,105279.932,96242.34,19.12
$MAG,105279.949,0.256,0.538,-0.183,15.9
$HUM,105279.969,48.6,18.0
$BARO,105279.972,96252.97,19.12
$IMU,105279.978,-1.342,-2.563,-29.113,-0.71582,0.35253,0.76611,18.34
$BARO,105280.013,96253.53,19.12
$MAG,105280.049,0.232,0.552,-0.198,15.8
$HUM,105280.050,48.3,18.0
$IMU,105280.053,-7.202,-13.916,-20.629,-0.56591,0.36669,0.81933,18.31
$BARO,105280.054,96253.73,19.12
$BARO,105280.095,96240.98,19.12
$IMU,105280.129,-20.385,-1.953,5.187,-0.60986,0.18359,0.80273,18.35
$HUM,105280.131,48.8,18.0
$BARO,105280.135,96243.29,19.12
$MAG,105280.149,0.255,0.556,-0.190,15.9
$BARO,105280.176,96245.80,19.12
$IMU,105280.204,-12.451,3.112,22.949,-0.63671,0.11328,0.79589,18.35
$HUM,105280.212,49.1,18.0
$BARO,105280.217,96248.31,19.12
$MAG,105280.249,0.250,0.538,-0.189,16.0
$BARO,105280.258,96241.93,19.13
$IMU,105280.280,2.319,0.305,8.483,-0.76464,0.23681,0.79443,18.32
$HUM,105280.293,48.5,18.0
$BARO,105280.298,96250.41,19.13
$BARO,105280.339,96236.71,19.13
$MAG,105280.349,0.243,0.562,-0.201,16.0
$IMU,105280.356,-7.202,-11.596,-13.000,-0.70507,0.15429,0.78271,18.34
$HUM,105280.374,48.6,18.0
$BARO,105280.380,96246.75,19.13
$BARO,105280.421,96247.12,19.13
$IMU,105280.431,-8.239,-14.953,-5.065,-0.50390,0.15673,0.75683,18.36
$MAG,105280.449,0.240,0.547,-0.204,16.2
$HUM,105280.455,48.6,17.9
$BARO,105280.461,96239.42,19.13
$BARO,105280.502,96241.54,19.13
$IMU,105280.507,8.850,-5.249,11.901,-0.40332,0.23095,0.79931,18.38
$HUM,105280.536,48.6,18.0
$BARO,105280.543,96241.71,19.14
$MAG,105280.549,0.238,0.541,-0.207,16.0
$VBAT,105280.556,3.914
$IMU,105280.582,9.826,9.521,3.662,-0.59228,0.18701,0.81103,18.38
$BARO,105280.584,96249.05,19.14
$HUM,105280.618,48.6,18.0
$BARO,105280.624,96254.26,19.14
$MAG,105280.649,0.234,0.559,-0.213,16.0
$IMU,105280.658,14.038,-3.173,-28.381,-0.69531,0.19873,0.75048,18.38
$BARO,105280.665,96245.00,19.14
$HUM,105280.699,48.6,18.0
$BARO,105280.706,96244.02,19.14
$IMU,105280.733,23.742,-20.812,-59.875,-0.58007,0.22998,0.75781,18.36
$BARO,105280.747,96247.88,19.14
$MAG,105280.749,0.192,0.573,-0.231,16.0
$HUM,105280.780,48.4,18.0
$BARO,105280.787,96246.12,19.15
$IMU,105280.809,23.681,-9.460,-52.490,-0.52197,0.19775,0.78027,18.34
$BARO,105280.828,96244.95,19.15
$MAG,105280.849,0.189,0.577,-0.232,16.0
$HUM,105280.861,48.5,18.0
$BARO,105280.869,96258.45,19.15
$IMU,105280.884,23.132,8.605,-22.460,-0.64355,0.20263,0.81103,18.36
$BARO,105280.910,96245.93,19.15
$HUM,105280.942,48.4,18.0
$MAG,105280.949,0.181,0.576,-0.241,16.0
$BARO,105280.950,96250.17,19.15
$IMU,105280.960,21.911,9.460,-33.325,-0.81689,0.12353,0.82617,18.33
$BARO,105280.991,96245.76,19.15
$HUM,105281.023,49.4,18.0
$BARO,105281.032,96248.22,19.16
$IMU,105281.035,26.794,-13.244,-48.828,-0.71142,0.13720,0.77783,18.35
$MAG,105281.049,0.145,0.580,-0.267,16.0
$BARO,105281.073,96242.05,19.15
$HUM,105281.104,48.7,18.0
$IMU,105281.111,29.785,-17.578,-39.978,-0.52050,0.13818,0.81494,18.38
$BARO,105281.113,96247.44,19.16
$MAG,105281.149,0.151,0.576,-0.264,16.0
$BARO,105281.154,96244.93,19.16
$HUM,105281.185,48.4,18.0
$IMU,105281.186,22.888,3.662,-11.779,-0.54345,0.10449,0.79541,18.39
$BARO,105281.195,96247.61,19.16
$BARO,105281.236,96244.17,19.16
$MAG,105281.249,0.151,0.550,-0.271,16.0
$IMU,105281.262,24.963,7.507,8.972,-0.55615,0.14111,0.81201,18.38
$HUM,105281.266,48.5,18.0
$BARO,105281.276,96245.32,19.16
$BARO,105281.317,96239.88,19.16
$IMU,105281.337,21.972,2.563,-14.099,-0.64990,0.20166,0.83105,18.38
$HUM,105281.348,48.9,18.0
$MAG,105281.349,0.142,0.550,-0.268,16.0
$BARO,105281.358,96248.58,19.16
$BARO,105281.399,96250.70,19.17
$IMU,105281.413,11.352,-14.465,-39.062,-0.67236,0.19287,0.79687,18.40
$HUM,105281.429,49.0,18.0
$BARO,105281.439,96250.31,19.17
$MAG,105281.449,0.103,0.552,-0.285,16.2
$BARO,105281.480,96246.07,19.16
$IMU,105281.488,5.187,-22.766,-32.409,-0.48583,0.15234,0.78417,18.40
$HUM,105281.510,48.5,18.0
$BARO,105281.521,96250.68,19.17
$MAG,105281.549,0.114,0.553,-0.295,16.0
$VBAT,105281.558,3.901
$BARO,105281.562,96244.51,19.17
$IMU,105281.564,3.479,-1.892,-1.037,-0.45800,0.25732,0.82177,18.40
$HUM,105281.591,48.6,18.0
$BARO,105281.602,96244.12,19.17
$IMU,105281.639,-11.535,15.197,25.085,-0.65966,0.22265,0.84228,18.38
$BARO,105281.643,96244.29,19.17
$MAG,105281.649,0.127,0.552,-0.277,16.0
$HUM,105281.672,48.6,18.0
$BARO,105281.684,96254.34,19.17
$IMU,105281.715,-22.216,1.892,15.563,-0.77001,0.07031,0.82031,18.40
$BARO,105281.725,96243.12,19.18
$MAG,105281.749,0.112,0.573,-0.280,16.0
$HUM,105281.753,48.8,18.0
$BARO,105281.765,96247.75,19.18
$IMU,105281.791,-6.164,-21.911,-11.230,-0.54199,0.12402,0.80371,18.38
$BARO,105281.806,96245.83,19.18
$HUM,105281.834,48.5,18.0
$BARO,105281.847,96253.36,19.18
$MAG,105281.849,0.099,0.570,-0.285,16.2
$IMU,105281.866,4.821,-14.160,-14.343,-0.42041,0.18457,0.82958,18.40
$BARO,105281.888,96237.88,19.18
$HUM,105281.915,48.5,18.0
$BARO,105281.928,96243.32,19.18
$IMU,105281.942,4.394,10.314,4.638,-0.53076,0.19970,0.82714,18.40
$MAG,105281.949,0.111,0.553,-0.289,16.0
$BARO,105281.969,96248.14,19.18
$HUM,105281.997,48.7,18.1
$BARO,105282.010,96239.61,19.19
$IMU,105282.017,0.305,15.075,18.371,-0.61767,0.17285,0.83154,18.43
$MAG,105282.049,0.132,0.553,-0.285,16.0
$BARO,105282.051,96245.41,19.19
$HUM,105282.078,48.6,18.0
$BARO,105282.091,96245.22,19.19
$IMU,105282.093,0.549,5.065,2.380,-0.63769,0.14111,0.83007,18.40
$BARO,105282.132,96247.53,19.19
$MAG,105282.149,0.099,0.562,-0.288,16.0
$HUM,105282.159,48.7,18.0
$IMU,105282.168,4.394,-5.981,-20.996,-0.63525,0.17871,0.78564,18.38
$BARO,105282.173,96250.61,19.19
$BARO,105282.214,96248.49,19.19
$HUM,105282.240,48.5,18.0
$IMU,105282.244,2.014,-12.023,-21.057,-0.57324,0.18261,0.76757,18.44
$MAG,105282.249,0.093,0.562,-0.297,15.9
$BARO,105282.254,96243.27,19.19
$BARO,105282.295,96250.61,19.19
$IMU,105282.319,1.403,-1.159,-7.385,-0.47851,0.20458,0.77197,18.44
$HUM,105282.321,48.8,18.0
$BARO,105282.336,96238.44,19.19
$MAG,105282.349,0.111,0.567,-0.292,16.0
$BARO,105282.377,96241.71,19.20
$IMU,105282.395,-2.258,14.709,7.263,-0.61865,0.23730,0.81445,18.40
$HUM,105282.402,48.6,18.0
$BARO,105282.417,96244.22,19.20
$MAG,105282.449,0.112,0.573,-0.283,16.0
$BARO,105282.458,96245.95,19.20
$IMU,105282.470,-9.216,6.469,5.798,-0.63525,0.13330,0.86035,18.47
$HUM,105282.483,48.6,18.1
$BARO,105282.499,96249.05,19.20
$BARO,105282.540,96254.63,19.21
$IMU,105282.546,-4.699,-3.906,-10.925,-0.60009,0.10546,0.84130,18.43
$MAG,105282.549,0.105,0.576,-0.286,16.0
$HUM,105282.564,49.8,18.1
$VBAT,105282.567,3.905
$BARO,105282.580,96255.21,19.20
$BARO,105282.621,96250.39,19.20
$IMU,105282.621,4.760,-7.629,-19.104,-0.62158,0.15527,0.82958,18.44
$HUM,105282.645,48.7,18.0
$MAG,105282.649,0.090,0.579,-0.289,16.2
$BARO,105282.662,96246.15,19.21
$IMU,105282.697,7.141,-5.676,-12.207,-0.53662,0.15478,0.83544,18.43
$BARO,105282.703,96256.55,19.21
$HUM,105282.727,48.4,18.1
$BARO,105282.743,96242.83,19.21
$MAG,105282.750,0.094,0.561,-0.292,16.0
$IMU,105282.772,7.263,2.624,7.507,-0.55957,0.14550,0.81982,18.47
$BARO,105282.784,96248.05,19.21
$HUM,105282.808,49.2,18.0
$BARO,105282.825,96241.86,19.21
$IMU,105282.848,9.033,1.831,7.507,-0.66210,0.13867,0.82128,18.45
$MAG,105282.850,0.096,0.558,-0.297,16.0
$BARO,105282.866,96244.76,19.22
$HUM,105282.889,48.5,18.1
$BARO,105282.906,96250.14,19.22
$IMU,105282.923,11.413,-11.474,-15.686,-0.69921,0.15722,0.79833,18.44
$BARO,105282.947,96255.38,19.21
$MAG,105282.950,0.070,0.550,-0.303,16.2
$HUM,105282.970,48.6,18.1
$BARO,105282.988,96244.37,19.22
$IMU,105282.999,11.962,-23.010,-20.812,-0.57714,0.19287,0.82275,18.45
$BARO,105283.029,96240.10,19.22
$MAG,105283.050,0.061,0.546,-0.315,16.3
$HUM,105283.051,48.5,18.0
$BARO,105283.069,96242.22,19.22
$IMU,105283.075,9.704,-21.240,1.770,-0.57080,0.17382,0.85400,18.43
$BARO,105283.110,96249.00,19.22
$HUM,105283.132,48.5,18.1
$IMU,105283.150,14.282,-25.451,18.249,-0.52294,0.19042,0.87207,18.42
$MAG,105283.150,0.037,0.526,-0.324,16.2
$BARO,105283.151,96247.61,19.22
$BARO,105283.192,96251.68,19.23
$HUM,105283.213,48.4,18.1
$IMU,105283.226,19.104,-29.296,6.469,-0.44482,0.22558,0.88085,18.44
$BARO,105283.232,96247.24,19.22
$MAG,105283.250,0.001,0.517,-0.330,15.9
$BARO,105283.273,96250.51,19.23
$HUM,105283.295,48.5,18.1
$IMU,105283.301,19.897,-28.320,-3.112,-0.32763,0.27050,0.89843,18.44
$BARO,105283.314,96251.07,19.23
$MAG,105283.350,-0.006,0.501,-0.342,16.0
$BARO,105283.355,96243.17,19.23
$HUM,105283.376,48.6,18.1
$IMU,105283.377,17.089,-16.479,0.854,-0.26464,0.30859,0.89208,18.45
$BARO,105283.395,96242.39,19.23
$BARO,105283.436,96247.19,19.24
$MAG,105283.450,0.000,0.487,-0.339,16.0
$IMU,105283.452,10.803,0.366,4.272,-0.31982,0.33642,0.86083,18.46
$HUM,105283.457,48.4,18.1
$BARO,105283.477,96240.25,19.24
$BARO,105283.518,96244.49,19.24
$IMU,105283.528,2.319,6.835,2.075,-0.39160,0.33691,0.85888,18.47
$HUM,105283.538,48.5,18.1
$MAG,105283.550,0.004,0.487,-0.333,16.0
$BARO,105283.558,96246.41,19.24
$VBAT,105283.567,3.911
$BARO,105283.599,96242.37,19.24
$IMU,105283.603,-5.981,1.831,3.356,-0.36718,0.32714,0.87304,18.49
$HUM,105283.619,48.5,18.1
$BARO,105283.640,96247.97,19.24
$MAG,105283.650,-0.006,0.501,-0.333,16.2
$IMU,105283.679,-15.075,-2.197,2.380,-0.34960,0.33007,0.92919,18.48
$BARO,105283.681,96254.73,19.24
$HUM,105283.700,48.5,18.1
$BARO,105283.721,96240.05,19.24
$MAG,105283.750,-0.004,0.522,-0.336,15.9
$IMU,105283.754,-20.141,-3.234,1.342,-0.33105,0.22021,0.91943,18.47
$BARO,105283.762,96248.53,19.24
$HUM,105283.781,48.5,18.1
$BARO,105283.803,96246.00,19.25
$IMU,105283.830,-9.094,5.615,2.197,-0.41113,0.26025,0.94970,18.49
$BARO,105283.844,96240.39,19.25
$MAG,105283.850,0.007,0.528,-0.328,16.2
$HUM,105283.862,48.5,18.0
$BARO,105283.884,96247.95,19.24
$IMU,105283.905,-6.652,0.183,2.929,-0.41308,0.24023,0.98388,18.43
$BARO,105283.925,96243.88,19.25
$HUM,105283.943,48.6,18.1
$MAG,105283.950,-0.009,0.531,-0.334,16.0
$BARO,105283.966,96248.70,19.25
$IMU,105283.981,-1.403,-14.221,-1.342,-0.37597,0.18505,0.99951,18.44
$BARO,105284.007,96248.31,19.25
$HUM,105284.025,48.4,18.1
$BARO,105284.047,96240.78,19.25
$MAG,105284.050,-0.033,0.525,-0.334,16.2
$IMU,105284.056,8.605,-21.301,-11.291,-0.38671,0.18945,1.00537,18.47
$BARO,105284.088,96253.51,19.26
$HUM,105284.106,48.5,18.1
$BARO,105284.129,96251.97,19.25
$IMU,105284.132,15.747,-26.977,-14.404,-0.34521,0.16748,0.96435,18.48
$MAG,105284.150,-0.061,0.505,-0.339,16.0
$BARO,105284.169,96243.46,19.26
$HUM,105284.187,48.4,18.1
$IMU,105284.207,23.193,-28.442,-8.422,-0.21923,0.28564,0.94921,18.47
$BARO,105284.210,96237.86,19.26
$MAG,105284.250,-0.085,0.480,-0.340,16.2
$BARO,105284.251,96245.00,19.26
$HUM,105284.268,48.6,18.1
$IMU,105284.283,18.066,-25.329,-12.207,-0.12109,0.28759,0.94775,18.48
$BARO,105284.292,96244.41,19.26
$BARO,105284.332,96237.86,19.26
$HUM,105284.349,48.4,18.1
$MAG,105284.350,-0.115,0.468,-0.346,16.0
$IMU,105284.358,16.296,-26.062,-29.724,-0.15283,0.19970,0.94775,18.47
$BARO,105284.373,96245.19,19.26
$BARO,105284.414,96260.04,19.27
$HUM,105284.430,48.3,18.1
$IMU,105284.434,25.695,-33.935,-55.358,-0.14990,0.18505,0.89013,18.52
$MAG,105284.450,-0.157,0.432,-0.340,16.0
$BARO,105284.455,96241.32,19.26
$BARO,105284.495,96248.10,19.26
$IMU,105284.510,30.395,-40.954,-80.017,-0.14941,0.31396,0.91308,18.56
$HUM,105284.511,48.5,18.1
$BARO,105284.536,96244.59,19.27
$MAG,105284.550,-0.202,0.390,-0.318,16.2
$VBAT,105284.570,3.918
$BARO,105284.577,96245.95,19.27
$IMU,105284.585,20.141,-44.738,-89.843,-0.11474,0.38281,0.88134,18.49
$HUM,105284.592,48.3,18.1
$BARO,105284.618,96241.10,19.27
$MAG,105284.650,-0.216,0.360,-0.310,16.2
$BARO,105284.658,96248.05,19.27
$IMU,105284.661,8.666,-35.400,-84.899,-0.16113,0.44873,0.91113,18.51
$HUM,105284.673,48.2,18.1
$BARO,105284.699,96242.81,19.28
$IMU,105284.736,-7.873,-14.282,-62.316,-0.20898,0.28613,0.91894,18.47
$BARO,105284.740,96240.30,19.28
$MAG,105284.750,-0.210,0.349,-0.319,16.2
$HUM,105284.754,48.4,18.1
$BARO,105284.781,96246.88,19.27
$IMU,105284.812,-3.540,9.582,-31.677,-0.26904,0.32861,0.89013,18.50
$BARO,105284.821,96243.98,19.28
$HUM,105284.836,48.4,18.1
$MAG,105284.850,-0.189,0.348,-0.321,16.2
$BARO,105284.862,96246.68,19.28
$IMU,105284.887,3.112,24.597,0.366,-0.14843,0.46826,0.92382,18.54
$BARO,105284.903,96239.15,19.28
$HUM,105284.917,48.4,18.1
$BARO,105284.944,96243.00,19.28
$MAG,105284.950,-0.169,0.351,-0.331,16.0
$IMU,105284.963,-1.892,32.043,20.690,-0.14306,0.41796,0.98876,18.50
$BARO,105284.984,96237.59,19.28
$HUM,105284.998,48.5,18.1
$BARO,105285.025,96243.95,19.28
$IMU,105285.038,-2.441,26.123,17.395,-0.25585,0.26513,0.96435,18.48
$MAG,105285.050,-0.145,0.364,-0.330,16.0
$BARO,105285.066,96247.80,19.29
$HUM,105285.079,48.4,18.1
$BARO,105285.107,96246.85,19.28
$IMU,105285.114,7.873,8.666,10.742,-0.16064,0.25048,0.92822,18.51
$BARO,105285.147,96241.42,19.29
$MAG,105285.150,-0.160,0.340,-0.331,16.0
$HUM,105285.160,48.5,18.1
$BARO,105285.188,96249.56,19.28
$IMU,105285.189,18.188,8.056,2.502,-0.07177,0.29736,0.87695,18.50
$BARO,105285.229,96239.52,19.29
$HUM,105285.241,48.4,18.1
$MAG,105285.250,-0.135,0.316,-0.330,16.0
$IMU,105285.265,24.475,20.263,-8.056,-0.22998,0.41601,0.84570,18.47
$BARO,105285.270,96242.59,19.28
$BARO,105285.310,96249.73,19.29
$HUM,105285.322,48.3,18.2
$IMU,105285.340,22.827,20.202,-17.028,-0.40673,0.49218,0.87207,18.48
$MAG,105285.350,-0.111,0.295,-0.324,16.0
$BARO,105285.351,96244.49,19.30
$BARO,105285.392,96247.22,19.29
$HUM,105285.403,48.5,18.1
$IMU,105285.416,12.268,4.760,-31.921,-0.52832,0.50097,0.83691,18.58
$BARO,105285.433,96247.80,19.30
$MAG,105285.450,-0.109,0.283,-0.328,16.0
$BARO,105285.473,96240.27,19.30
$HUM,105285.485,48.3,18.1
$IMU,105285.491,5.798,-7.202,-48.767,-0.50000,0.36181,0.83740,18.54
$BARO,105285.514,96246.63,19.30
$MAG,105285.550,-0.097,0.268,-0.319,16.0
$BARO,105285.555,96251.26,19.30
$HUM,105285.566,48.3,18.1
$IMU,105285.567,15.197,-6.896,-58.166,-0.45361,0.34375,0.78808,18.52
$VBAT,105285.579,3.908
$BARO,105285.596,96251.46,19.30
$BARO,105285.636,96254.92,19.30
$IMU,105285.642,32.531,-4.394,-58.166,-0.49609,0.49267,0.82275,18.52
$HUM,105285.647,48.4,18.1
$MAG,105285.650,-0.091,0.231,-0.318,16.4
$BARO,105285.677,96259.72,19.30
$BARO,105285.718,96248.73,19.30
$IMU,105285.718,27.221,-10.681,-58.837,-0.51513,0.44287,0.79980,18.49
$HUM,105285.728,48.4,18.2
$MAG,105285.750,-0.079,0.219,-0.306,16.2
$BARO,105285.759,96255.68,19.30
$IMU,105285.793,24.597,-17.089,-64.025,-0.51123,0.37695,0.76904,18.54
$BARO,105285.799,96246.02,19.30
$HUM,105285.809,48.3,18.1
$BARO,105285.840,96241.78,19.30
$MAG,105285.850,-0.061,0.178,-0.289,16.2
$IMU,105285.869,32.409,-10.498,-62.011,-0.56787,0.47607,0.77050,18.53
$BARO,105285.881,96260.87,19.31
$HUM,105285.890,48.4,18.1
$BARO,105285.922,96249.48,19.31
$IMU,105285.945,30.944,-8.789,-41.503,-0.61474,0.53564,0.77880,18.53
$MAG,105285.950,-0.052,0.157,-0.264,16.0
$BARO,105285.962,96249.29,19.31
$HUM,105285.971,48.4,18.2
$BARO,105286.003,96250.44,19.32
$IMU,105286.020,25.512,-20.568,-26.672,-0.55517,0.51123,0.79101,18.51
$BARO,105286.044,96251.02,19.32
$MAG,105286.050,-0.055,0.142,-0.258,16.0
$HUM,105286.052,48.4,18.1
$BARO,105286.085,96246.56,19.32
$IMU,105286.096,27.465,-21.728,-20.568,-0.51464,0.56982,0.86425,18.53
$BARO,105286.125,96248.12,19.32
$HUM,105286.133,48.5,18.1
