$FLYS,1
$VAR,FIRMWARE_VER,v2023.09.22
$VAR,DEVICE_ID,004300364b34500b20393636
$VAR,SESSION_ID,9bab3c02b932c3477e1f0e7b
$COL,GNSS,time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,numSV
$UNIT,GNSS,,deg,deg,m,m/s,m/s,m/s,m,m,m/s,
$DATA
$GNSS,2024-03-16T20:54:14.409Z,33.7624280,-117.2195122,418.047,0.04,-0.23,-0.08,2471.565,1617.820,1.28,4
$GNSS,2024-03-16T20:54:18.200Z,33.7624487,-117.2194113,412.067,-0.01,0.06,-0.07,95.697,72.587,0.85,6
$GNSS,2024-03-16T20:54:18.400Z,33.7624485,-117.2194122,411.933,0.03,0.06,0.01,67.880,51.516,0.54,6
$GNSS,2024-03-16T20:54:18.600Z,33.7624782,-117.2192229,425.881,-0.02,0.02,-0.09,47.087,35.304,0.42,7
$GNSS,2024-03-16T20:54:18.800Z,33.7624865,-117.2191707,429.789,-0.05,0.22,0.09,38.514,28.728,0.40,7
$GNSS,2024-03-16T20:54:19.000Z,33.7624901,-117.2191464,431.587,0.01,0.13,-0.14,33.507,24.878,0.52,7
$GNSS,2024-03-16T20:54:19.200Z,33.7624920,-117.2191327,432.584,0.03,0.04,-0.21,30.100,22.257,0.36,7
$GNSS,2024-03-16T20:54:19.400Z,33.7624933,-117.2191261,433.065,0.00,0.25,-0.02,27.434,20.235,0.50,7
$GNSS,2024-03-16T20:54:19.600Z,33.7624944,-117.2191229,433.326,0.03,0.12,-0.14,25.294,18.631,0.44,7
$GNSS,2024-03-16T20:54:19.800Z,33.7624953,-117.2191226,433.456,-0.02,-0.04,-0.13,23.540,17.331,0.28,7
$GNSS,2024-03-16T20:54:20.000Z,33.7624960,-117.2191236,433.504,-0.03,0.09,0.03,22.083,16.259,0.42,7
$GNSS,2024-03-16T20:54:20.200Z,33.7624965,-117.2191249,433.511,-0.04,0.02,0.08,20.850,15.354,0.26,7
