time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2023-07-15T12:07:21.00Z,60.2608709,17.4512190,2043.757,39.51,-10.38,28.48,1.921,3.095,0.40,345.28594,0.58458,3,12
2023-07-15T12:07:21.20Z,60.2609415,17.4511794,2038.119,38.98,-11.59,28.37,1.917,3.095,0.41,343.43643,0.59042,3,12
2023-07-15T12:07:21.40Z,60.2610112,17.4511347,2032.580,38.38,-13.19,27.88,1.913,3.095,0.41,341.03417,0.57620,3,12
2023-07-15T12:07:21.60Z,60.2610799,17.4510840,2027.129,37.63,-14.84,27.69,1.909,3.095,0.42,338.47675,0.59528,3,12
2023-07-15T12:07:21.80Z,60.2611469,17.4510274,2021.670,36.79,-16.37,27.56,1.906,3.089,0.36,336.01277,0.59961,3,12
2023-07-15T12:07:22.00Z,60.2612127,17.4509672,2016.290,35.87,-17.35,27.71,1.901,3.084,0.41,334.18803,0.63090,3,13
2023-07-15T12:07:22.20Z,60.2612764,17.4509019,2010.724,34.96,-18.82,28.06,1.898,3.080,0.37,331.71249,0.63784,3,13
2023-07-15T12:07:22.40Z,60.2613387,17.4508331,2005.201,34.14,-19.34,28.02,1.895,3.075,0.38,330.46799,0.66046,3,13
2023-07-15T12:07:22.60Z,60.2613996,17.4507615,1999.539,33.42,-20.34,28.77,1.893,3.074,0.44,328.66735,0.69504,3,13
2023-07-15T12:07:22.80Z,60.2614592,17.4506861,1993.777,32.97,-21.33,28.98,1.892,3.073,0.41,327.09524,0.61376,3,13
2023-07-15T12:07:23.00Z,60.2615177,17.4506073,1987.852,32.28,-22.13,29.53,1.889,3.070,0.40,325.56319,0.57551,3,13
2023-07-15T12:07:23.20Z,60.2615753,17.4505260,1981.819,32.04,-22.90,29.97,1.883,3.065,0.37,324.44091,0.53324,3,13
2023-07-15T12:07:23.40Z,60.2616324,17.4504418,1975.811,31.55,-23.69,29.92,1.878,3.060,0.38,323.10250,0.52954,3,13
2023-07-15T12:07:23.60Z,60.2616892,17.4503549,1969.853,31.39,-24.45,29.62,1.873,3.056,0.38,322.08032,0.49840,3,13
2023-07-15T12:07:23.80Z,60.2617453,17.4502657,1963.904,31.09,-25.08,29.41,1.862,3.043,0.32,321.10841,0.30035,3,13
2023-07-15T12:07:24.00Z,60.2618009,17.4501743,1957.993,30.70,-25.43,29.28,1.848,3.027,0.29,320.36703,0.29675,3,13
2023-07-15T12:07:24.20Z,60.2618564,17.4500820,1952.247,30.42,-25.76,29.12,1.834,3.014,0.31,319.74424,0.29804,3,13
2023-07-15T12:07:24.40Z,60.2619107,17.4499882,1946.261,30.48,-26.00,29.02,1.821,3.002,0.34,319.54026,0.29820,3,13
2023-07-15T12:07:24.60Z,60.2619650,17.4498923,1940.554,29.84,-26.62,28.47,1.807,2.991,0.38,318.26189,0.29232,3,12
2023-07-15T12:07:24.80Z,60.2620181,17.4497946,1934.881,29.58,-27.03,27.87,1.792,2.980,0.36,317.58333,0.34360,3,12
2023-07-15T12:07:25.00Z,60.2620714,17.4496950,1929.507,29.18,-27.91,27.34,1.784,2.972,0.36,316.28176,0.48345,3,12
2023-07-15T12:07:25.20Z,60.2621233,17.4495933,1924.207,28.38,-28.27,26.38,1.782,2.973,0.41,315.10906,0.54052,3,12
2023-07-15T12:07:25.40Z,60.2621730,17.4494900,1918.944,27.32,-28.88,25.94,1.779,2.966,0.28,313.41403,0.49224,3,12
2023-07-15T12:07:25.60Z,60.2622205,17.4493835,1913.604,26.35,-29.94,25.59,1.775,2.963,0.37,311.35034,0.47234,3,12
2023-07-15T12:07:25.80Z,60.2622666,17.4492746,1908.546,24.98,-30.32,25.14,1.777,2.967,0.39,309.49101,0.74125,3,11
2023-07-15T12:07:26.00Z,60.2623104,17.4491638,1903.561,23.79,-30.93,24.92,1.776,2.967,0.38,307.56918,0.49785,3,12
2023-07-15T12:07:26.20Z,60.2623526,17.4490517,1898.664,22.73,-31.08,24.90,1.776,2.976,0.52,306.17466,0.69786,3,12
2023-07-15T12:07:26.40Z,60.2623925,17.4489384,1893.697,21.76,-31.64,24.66,1.778,2.985,0.53,304.51467,0.64803,3,12
2023-07-15T12:07:26.60Z,60.2624311,17.4488232,1888.727,21.19,-32.18,24.68,1.780,2.995,0.53,303.36869,0.65234,3,12
2023-07-15T12:07:26.80Z,60.2624682,17.4487067,1883.712,20.07,-32.34,25.21,1.784,3.006,0.49,301.82284,0.63373,3,12
2023-07-15T12:07:27.00Z,60.2625035,17.4485890,1878.687,19.31,-32.74,24.84,1.788,3.014,0.50,300.53968,0.62887,3,12
2023-07-15T12:07:27.20Z,60.2625374,17.4484703,1873.513,18.63,-33.02,25.74,1.789,3.023,0.43,299.43601,0.53056,3,12
2023-07-15T12:07:27.40Z,60.2625694,17.4483500,1868.253,17.56,-33.40,25.80,1.786,3.032,0.45,297.72798,0.47984,3,12
2023-07-15T12:07:27.60Z,60.2626003,17.4482289,1863.047,17.19,-33.24,26.03,1.783,3.050,0.59,297.34095,0.62213,3,12
2023-07-15T12:07:27.80Z,60.2626302,17.4481078,1857.745,16.60,-33.69,26.15,1.780,3.079,0.62,296.23245,0.71217,3,11
2023-07-15T12:07:28.00Z,60.2626592,17.4479858,1852.341,16.71,-33.72,25.83,1.776,3.113,0.65,296.36019,0.71873,3,11
2023-07-15T12:07:28.20Z,60.2626880,17.4478629,1847.030,16.04,-34.17,25.50,1.774,3.151,0.71,295.14113,0.49518,3,12
2023-07-15T12:07:28.40Z,60.2627165,17.4477389,1842.140,15.75,-34.30,24.58,1.769,3.184,0.73,294.66593,0.45014,3,13
2023-07-15T12:07:28.60Z,60.2627439,17.4476141,1837.137,15.33,-34.41,24.28,1.763,3.209,0.67,294.01869,0.36159,3,13
2023-07-15T12:07:28.80Z,60.2627708,17.4474896,1832.415,14.68,-34.44,23.79,1.755,3.227,0.59,293.08934,0.36433,3,13
2023-07-15T12:07:29.00Z,60.2627965,17.4473650,1827.705,14.07,-34.41,23.24,1.748,3.242,0.49,292.23712,0.36856,3,13
2023-07-15T12:07:29.20Z,60.2628210,17.4472403,1823.150,12.98,-34.39,23.19,1.740,3.254,0.41,290.68266,0.42690,3,12
2023-07-15T12:07:29.40Z,60.2628430,17.4471154,1818.358,11.68,-34.59,22.89,1.734,3.266,0.37,288.65806,0.46381,3,13
2023-07-15T12:07:29.60Z,60.2628631,17.4469902,1813.795,10.45,-34.47,23.16,1.730,3.276,0.37,286.86063,0.57836,3,13
2023-07-15T12:07:29.80Z,60.2628808,17.4468650,1809.292,9.16,-34.49,22.98,1.729,3.284,0.31,284.87754,0.67472,3,13
2023-07-15T12:07:30.00Z,60.2628955,17.4467403,1804.666,7.47,-34.34,23.19,1.728,3.289,0.32,282.26872,0.69854,3,13
2023-07-15T12:07:30.20Z,60.2629075,17.4466164,1799.928,6.31,-34.10,23.38,1.726,3.291,0.32,280.48549,0.63386,3,13
2023-07-15T12:07:30.40Z,60.2629178,17.4464932,1795.312,5.15,-33.93,23.69,1.728,3.294,0.32,278.62419,0.84647,3,13
2023-07-15T12:07:30.60Z,60.2629258,17.4463704,1790.595,3.79,-33.73,23.50,1.730,3.292,0.26,276.40980,0.85308,3,13
2023-07-15T12:07:30.80Z,60.2629315,17.4462476,1785.983,2.46,-33.59,23.32,1.731,3.282,0.26,274.19301,0.83492,3,13
2023-07-15T12:07:31.00Z,60.2629349,17.4461270,1781.310,1.40,-33.09,23.59,1.737,3.293,0.40,272.43071,0.99699,3,13
2023-07-15T12:07:31.20Z,60.2629360,17.4460080,1776.265,-0.02,-32.84,25.28,1.745,3.307,0.50,269.96376,1.03328,3,13
2023-07-15T12:07:31.40Z,60.2629372,17.4458885,1771.376,0.54,-32.64,25.97,1.754,3.312,0.49,270.94213,1.02170,3,13
2023-07-15T12:07:31.60Z,60.2629382,17.4457706,1766.068,0.41,-32.45,27.10,1.757,3.296,0.46,270.72563,0.72642,3,13
2023-07-15T12:07:31.80Z,60.2629403,17.4456523,1760.672,1.14,-32.88,27.50,1.758,3.270,0.42,271.99070,0.78702,3,13
2023-07-15T12:07:32.00Z,60.2629428,17.4455320,1755.456,0.70,-33.30,27.53,1.754,3.209,0.37,271.20769,0.60834,3,13
2023-07-15T12:07:32.20Z,60.2629452,17.4454096,1750.085,1.26,-34.25,27.03,1.747,3.151,0.32,272.10968,0.62459,3,13
2023-07-15T12:07:32.40Z,60.2629480,17.4452849,1744.684,1.52,-34.70,26.11,1.741,3.103,0.31,272.50774,0.51882,3,13
2023-07-15T12:07:32.60Z,60.2629504,17.4451591,1739.481,1.30,-35.05,25.39,1.740,3.093,0.34,272.12031,0.48494,3,13
2023-07-15T12:07:32.80Z,60.2629531,17.4450307,1734.774,1.02,-35.49,24.03,1.740,3.083,0.34,271.64010,0.53734,3,13
2023-07-15T12:07:33.00Z,60.2629543,17.4449018,1730.301,0.02,-35.50,22.47,1.737,3.035,0.28,270.02563,0.52040,3,12
2023-07-15T12:07:33.20Z,60.2629548,17.4447722,1726.091,-0.07,-35.82,21.63,1.731,2.971,0.27,269.88338,0.61518,3,12
2023-07-15T12:07:33.40Z,60.2629549,17.4446426,1722.067,-0.73,-35.53,20.84,1.723,2.902,0.26,268.82769,0.55868,3,12
2023-07-15T12:07:33.60Z,60.2629541,17.4445132,1718.133,-1.00,-35.71,20.41,1.713,2.836,0.25,268.39232,0.51303,3,12
2023-07-15T12:07:33.80Z,60.2629527,17.4443834,1714.223,-1.33,-35.73,20.01,1.703,2.775,0.25,267.86989,0.49394,3,12
2023-07-15T12:07:34.00Z,60.2629505,17.4442537,1710.483,-1.67,-35.83,19.66,1.693,2.720,0.25,267.32856,0.50654,3,12
2023-07-15T12:07:34.20Z,60.2629483,17.4441234,1706.837,-1.37,-35.93,19.42,1.683,2.669,0.24,267.81273,0.49883,3,12
2023-07-15T12:07:34.40Z,60.2629461,17.4439929,1703.035,-1.28,-36.09,19.10,1.672,2.618,0.23,267.96344,0.45679,3,12
2023-07-15T12:07:34.60Z,60.2629442,17.4438622,1699.307,-1.04,-36.04,18.48,1.660,2.570,0.21,268.34622,0.45040,3,12
2023-07-15T12:07:34.80Z,60.2629425,17.4437315,1695.615,-0.86,-36.15,18.26,1.649,2.526,0.21,268.63040,0.44663,3,13
2023-07-15T12:07:35.00Z,60.2629411,17.4436004,1692.002,-0.74,-36.24,18.31,1.639,2.485,0.21,268.83057,0.43915,3,13
2023-07-15T12:07:35.20Z,60.2629395,17.4434691,1688.312,-0.90,-36.30,18.36,1.628,2.455,0.24,268.58507,0.39854,3,13
2023-07-15T12:07:35.40Z,60.2629381,17.4433372,1684.652,-0.46,-36.46,18.18,1.616,2.422,0.25,269.27071,0.38311,3,13
2023-07-15T12:07:35.60Z,60.2629371,17.4432059,1681.012,-0.60,-36.30,17.81,1.604,2.390,0.25,269.05706,0.38524,3,13
2023-07-15T12:07:35.80Z,60.2629358,17.4430746,1677.455,-0.74,-36.32,17.64,1.592,2.359,0.24,268.83905,0.37980,3,13
2023-07-15T12:07:36.00Z,60.2629346,17.4429429,1673.844,-0.51,-36.70,17.39,1.584,2.335,0.24,269.21095,0.46073,3,12
2023-07-15T12:07:36.20Z,60.2629330,17.4428113,1670.305,-1.10,-36.04,17.70,1.583,2.331,0.38,268.25251,0.74087,3,12
2023-07-15T12:07:36.40Z,60.2629312,17.4426804,1666.778,-0.95,-36.31,17.46,1.583,2.333,0.42,268.50584,0.69788,3,12
2023-07-15T12:07:36.60Z,60.2629295,17.4425489,1663.210,-0.54,-35.70,18.29,1.580,2.323,0.31,269.12848,0.59168,3,13
2023-07-15T12:07:36.80Z,60.2629288,17.4424195,1659.727,-0.24,-35.79,16.96,1.576,2.311,0.30,269.61050,0.54934,3,13
2023-07-15T12:07:37.00Z,60.2629293,17.4422908,1656.508,0.73,-35.32,15.71,1.571,2.299,0.29,271.17653,0.52331,3,13
2023-07-15T12:07:37.20Z,60.2629315,17.4421640,1653.395,1.78,-34.81,15.43,1.568,2.304,0.41,272.92131,0.57091,3,13
2023-07-15T12:07:37.40Z,60.2629353,17.4420394,1650.356,2.31,-34.22,14.89,1.566,2.315,0.42,273.86119,0.57395,3,13
2023-07-15T12:07:37.60Z,60.2629404,17.4419171,1647.428,3.37,-33.57,14.38,1.563,2.326,0.41,275.73553,0.54579,3,13
2023-07-15T12:07:37.80Z,60.2629467,17.4417960,1644.395,3.66,-33.20,15.34,1.559,2.337,0.40,276.28905,0.54427,3,13
2023-07-15T12:07:38.00Z,60.2629540,17.4416765,1641.332,4.32,-32.95,15.28,1.555,2.345,0.38,277.46456,0.59533,3,13
2023-07-15T12:07:38.20Z,60.2629617,17.4415576,1638.226,4.24,-32.57,15.95,1.556,2.367,0.43,277.42183,0.73432,3,14
2023-07-15T12:07:38.40Z,60.2629691,17.4414397,1634.953,4.03,-32.33,16.85,1.560,2.392,0.44,277.09742,0.76068,3,14
2023-07-15T12:07:38.60Z,60.2629765,17.4413223,1631.604,4.17,-32.70,16.41,1.565,2.416,0.42,277.27280,0.75162,3,14
2023-07-15T12:07:38.80Z,60.2629839,17.4412050,1628.245,4.15,-32.25,16.52,1.571,2.439,0.40,277.33174,0.76176,3,14
2023-07-15T12:07:39.00Z,60.2629915,17.4410895,1624.955,4.20,-31.75,16.33,1.576,2.457,0.34,277.53543,0.74955,3,14
2023-07-15T12:07:39.20Z,60.2629984,17.4409739,1621.576,3.45,-31.98,16.99,1.579,2.467,0.30,276.15695,0.66576,3,14
2023-07-15T12:07:39.40Z,60.2630045,17.4408583,1618.198,2.97,-31.74,17.18,1.580,2.472,0.29,275.34504,0.66535,3,14
2023-07-15T12:07:39.60Z,60.2630101,17.4407436,1614.822,2.94,-31.52,17.08,1.579,2.464,0.24,275.33499,0.56229,3,14
2023-07-15T12:07:39.80Z,60.2630156,17.4406290,1611.461,2.80,-31.60,17.22,1.575,2.449,0.22,275.05740,0.51332,3,14
2023-07-15T12:07:40.00Z,60.2630210,17.4405144,1608.086,2.86,-31.70,17.26,1.570,2.435,0.21,275.16002,0.46192,3,14
2023-07-15T12:07:40.20Z,60.2630258,17.4404001,1604.528,2.68,-31.68,17.33,1.564,2.419,0.21,274.83177,0.44130,3,14
2023-07-15T12:07:40.40Z,60.2630307,17.4402852,1601.096,2.62,-31.63,17.35,1.561,2.409,0.24,274.73596,0.55424,3,14
2023-07-15T12:07:40.60Z,60.2630354,17.4401707,1597.666,2.39,-31.59,17.34,1.559,2.397,0.24,274.32468,0.59388,3,14
2023-07-15T12:07:40.80Z,60.2630395,17.4400562,1594.262,2.05,-31.63,17.16,1.557,2.384,0.24,273.69909,0.59146,3,14
2023-07-15T12:07:41.00Z,60.2630431,17.4399411,1590.924,1.80,-31.76,17.39,1.554,2.367,0.23,273.24343,0.56776,3,14
2023-07-15T12:07:41.20Z,60.2630462,17.4398264,1587.553,1.50,-31.53,17.09,1.550,2.341,0.21,272.72090,0.52049,3,14
2023-07-15T12:07:41.40Z,60.2630486,17.4397121,1584.074,1.18,-31.69,17.17,1.545,2.318,0.22,272.13344,0.56788,3,14
2023-07-15T12:07:41.60Z,60.2630507,17.4395981,1580.631,1.19,-31.45,16.93,1.543,2.301,0.25,272.16050,0.61646,3,14
2023-07-15T12:07:41.80Z,60.2630527,17.4394839,1577.184,1.00,-31.57,17.59,1.541,2.286,0.25,271.82324,0.61869,3,14
2023-07-15T12:07:42.00Z,60.2630545,17.4393703,1573.656,0.90,-31.25,17.61,1.542,2.284,0.30,271.64384,0.66388,3,14
2023-07-15T12:07:42.20Z,60.2630562,17.4392571,1570.042,0.93,-31.30,18.42,1.542,2.274,0.26,271.70235,0.61788,3,14
2023-07-15T12:07:42.40Z,60.2630584,17.4391434,1566.346,1.24,-31.33,18.91,1.539,2.258,0.22,272.27483,0.58072,3,14
2023-07-15T12:07:42.60Z,60.2630612,17.4390298,1562.520,1.61,-31.40,19.62,1.535,2.240,0.22,272.93026,0.51899,3,14
2023-07-15T12:07:42.80Z,60.2630647,17.4389158,1558.640,1.87,-31.46,19.93,1.531,2.219,0.21,273.40116,0.51773,3,14
2023-07-15T12:07:43.00Z,60.2630683,17.4388021,1554.662,1.98,-31.47,20.24,1.526,2.199,0.21,273.60494,0.54615,3,14
2023-07-15T12:07:43.20Z,60.2630727,17.4386881,1550.672,2.63,-31.49,20.47,1.523,2.181,0.21,274.78098,0.54057,3,14
2023-07-15T12:07:43.40Z,60.2630781,17.4385741,1546.608,3.10,-31.48,20.68,1.519,2.164,0.21,275.61794,0.49324,3,14
2023-07-15T12:07:43.60Z,60.2630843,17.4384602,1542.486,3.68,-31.56,20.52,1.515,2.147,0.21,276.64350,0.48697,3,14
2023-07-15T12:07:43.80Z,60.2630914,17.4383462,1538.381,4.16,-31.55,20.51,1.510,2.131,0.21,277.51224,0.49115,3,14
2023-07-15T12:07:44.00Z,60.2630998,17.4382325,1534.311,4.89,-31.51,20.36,1.505,2.115,0.25,278.81928,0.44776,3,14
2023-07-15T12:07:44.20Z,60.2631093,17.4381195,1530.234,5.46,-31.36,20.11,1.499,2.100,0.25,279.88613,0.44695,3,14
2023-07-15T12:07:44.40Z,60.2631199,17.4380068,1526.215,6.16,-31.31,19.76,1.494,2.085,0.27,281.13539,0.44106,3,14
2023-07-15T12:07:44.60Z,60.2631318,17.4378943,1522.256,6.94,-31.17,19.41,1.490,2.071,0.27,282.55237,0.49457,3,14
2023-07-15T12:07:44.80Z,60.2631451,17.4377827,1518.341,7.66,-30.89,19.24,1.485,2.057,0.27,283.92243,0.49400,3,14
2023-07-15T12:07:45.00Z,60.2631600,17.4376712,1514.502,8.58,-31.03,19.20,1.479,2.043,0.22,285.45270,0.47969,3,14
2023-07-15T12:07:45.20Z,60.2631762,17.4375601,1510.652,9.26,-30.68,19.17,1.472,2.029,0.19,286.79251,0.47728,3,14
2023-07-15T12:07:45.40Z,60.2631937,17.4374502,1506.798,10.05,-30.42,19.35,1.466,2.018,0.18,288.28941,0.44773,3,14
2023-07-15T12:07:45.60Z,60.2632126,17.4373396,1502.924,10.76,-30.85,19.62,1.462,2.007,0.21,289.22388,0.44742,3,14
2023-07-15T12:07:45.80Z,60.2632324,17.4372297,1498.973,11.22,-30.04,19.63,1.459,1.997,0.21,290.47317,0.37745,3,14
2023-07-15T12:07:46.00Z,60.2632531,17.4371214,1494.978,11.74,-29.95,20.13,1.457,1.992,0.24,291.40802,0.43601,3,14
2023-07-15T12:07:46.20Z,60.2632750,17.4370136,1490.974,12.66,-29.86,19.63,1.458,1.988,0.25,292.96990,0.49578,3,14
2023-07-15T12:07:46.40Z,60.2632978,17.4369057,1486.994,12.69,-29.80,20.11,1.459,1.988,0.30,293.06475,0.49383,3,14
2023-07-15T12:07:46.60Z,60.2633212,17.4367982,1482.911,13.41,-29.65,20.49,1.461,1.992,0.35,294.33108,0.45818,3,14
2023-07-15T12:07:46.80Z,60.2633454,17.4366908,1478.898,13.31,-29.58,20.22,1.461,1.997,0.44,294.22892,0.41559,3,14
2023-07-15T12:07:47.00Z,60.2633699,17.4365824,1474.960,13.33,-29.74,20.43,1.461,2.004,0.44,294.14656,0.40037,3,14
2023-07-15T12:07:47.20Z,60.2633950,17.4364751,1470.968,14.59,-29.70,19.79,1.461,2.002,0.25,296.16102,0.39312,3,14
2023-07-15T12:07:47.40Z,60.2634209,17.4363680,1466.934,14.43,-29.70,19.99,1.461,1.997,0.25,295.91123,0.40952,3,14
2023-07-15T12:07:47.60Z,60.2634474,17.4362604,1462.973,14.57,-29.48,20.45,1.460,1.991,0.25,296.30675,0.45359,3,14
2023-07-15T12:07:47.80Z,60.2634738,17.4361528,1458.947,14.68,-30.11,19.85,1.461,1.988,0.24,295.99002,0.55783,3,14
2023-07-15T12:07:48.00Z,60.2635003,17.4360439,1455.026,14.58,-29.92,19.98,1.462,1.985,0.24,295.97943,0.62069,3,14
2023-07-15T12:07:48.20Z,60.2635263,17.4359346,1451.066,14.23,-30.27,20.28,1.461,1.981,0.22,295.18220,0.57445,3,14
2023-07-15T12:07:48.40Z,60.2635516,17.4358243,1447.033,13.88,-30.61,20.43,1.460,1.975,0.22,294.38791,0.62829,3,14
2023-07-15T12:07:48.60Z,60.2635761,17.4357132,1442.969,13.26,-30.70,20.52,1.462,1.972,0.23,293.36484,0.60971,3,14
2023-07-15T12:07:48.80Z,60.2636003,17.4356021,1438.792,13.60,-30.76,21.15,1.465,1.970,0.24,293.85676,0.59187,3,14
2023-07-15T12:07:49.00Z,60.2636244,17.4354908,1434.451,13.33,-30.89,21.86,1.466,1.967,0.24,293.34745,0.56451,3,14
2023-07-15T12:07:49.20Z,60.2636482,17.4353800,1429.965,13.34,-30.70,22.34,1.465,1.961,0.24,293.48791,0.46522,3,14
2023-07-15T12:07:49.40Z,60.2636725,17.4352680,1425.490,13.37,-30.92,22.87,1.463,1.954,0.23,293.38318,0.46182,3,14
2023-07-15T12:07:49.60Z,60.2636969,17.4351554,1420.948,13.55,-31.08,23.06,1.458,1.946,0.21,293.56182,0.42215,3,14
2023-07-15T12:07:49.80Z,60.2637219,17.4350428,1416.367,14.02,-31.18,23.21,1.452,1.936,0.19,294.21414,0.38940,3,14
2023-07-15T12:07:50.00Z,60.2637481,17.4349302,1411.777,14.96,-30.94,23.07,1.445,1.925,0.19,295.80083,0.37541,3,14
2023-07-15T12:07:50.20Z,60.2637759,17.4348190,1407.141,16.04,-30.70,23.29,1.446,1.923,0.34,297.58950,0.66396,3,14
2023-07-15T12:07:50.40Z,60.2638056,17.4347086,1402.441,16.94,-30.51,23.73,1.450,1.922,0.34,299.03912,0.64866,3,14
2023-07-15T12:07:50.60Z,60.2638369,17.4345996,1397.628,17.98,-30.10,24.08,1.451,1.926,0.29,300.84796,0.61434,3,15
2023-07-15T12:07:50.80Z,60.2638700,17.4344919,1392.702,18.82,-29.74,24.78,1.451,1.932,0.35,302.33313,0.54578,3,15
2023-07-15T12:07:51.00Z,60.2639043,17.4343850,1387.628,19.41,-29.56,25.55,1.451,1.941,0.36,303.29399,0.54262,3,15
2023-07-15T12:07:51.20Z,60.2639399,17.4342793,1382.392,20.18,-29.02,26.44,1.450,1.949,0.40,304.81087,0.46520,3,15
2023-07-15T12:07:51.40Z,60.2639769,17.4341754,1377.073,20.67,-28.43,27.31,1.448,1.953,0.42,306.01983,0.43637,3,15
2023-07-15T12:07:51.60Z,60.2640153,17.4340735,1371.546,22.09,-28.10,27.77,1.443,1.955,0.27,308.17621,0.37408,3,15
2023-07-15T12:07:51.80Z,60.2640557,17.4339731,1365.921,22.96,-27.55,28.22,1.440,1.963,0.30,309.81117,0.50532,3,15
2023-07-15T12:07:52.00Z,60.2640980,17.4338752,1360.180,24.21,-26.78,28.89,1.434,1.959,0.21,312.11790,0.33450,3,15
2023-07-15T12:07:52.20Z,60.2641427,17.4337793,1354.406,25.43,-26.24,29.13,1.428,1.959,0.23,314.10233,0.33906,3,15
2023-07-15T12:07:52.40Z,60.2641893,17.4336861,1348.562,26.34,-25.41,29.39,1.424,1.960,0.24,316.03586,0.38367,3,15
2023-07-15T12:07:52.60Z,60.2642374,17.4335959,1342.609,27.39,-24.84,29.64,1.420,1.962,0.30,317.79101,0.38500,3,15
2023-07-15T12:07:52.80Z,60.2642874,17.4335074,1336.655,28.35,-24.34,29.68,1.419,1.968,0.38,319.35799,0.41822,3,15
2023-07-15T12:07:53.00Z,60.2643392,17.4334209,1330.691,29.27,-23.69,30.05,1.419,1.976,0.39,321.01287,0.44507,3,15
2023-07-15T12:07:53.20Z,60.2643927,17.4333364,1324.621,30.28,-23.23,30.51,1.420,1.985,0.38,322.50539,0.44480,3,15
2023-07-15T12:07:53.40Z,60.2644476,17.4332538,1318.423,31.14,-22.61,30.94,1.423,1.998,0.51,324.01938,0.49998,3,15
2023-07-15T12:07:53.60Z,60.2645039,17.4331736,1312.124,31.82,-21.93,31.43,1.425,2.011,0.51,325.42703,0.48021,3,15
2023-07-15T12:07:53.80Z,60.2645615,17.4330944,1305.699,32.43,-21.87,32.30,1.427,2.024,0.49,326.00321,0.46956,3,15
2023-07-15T12:07:54.00Z,60.2646201,17.4330171,1299.145,33.01,-21.04,32.72,1.430,2.037,0.48,327.49462,0.46226,3,15
2023-07-15T12:07:54.20Z,60.2646804,17.4329416,1292.514,34.08,-20.75,33.71,1.429,2.039,0.33,328.66448,0.40365,3,15
2023-07-15T12:07:54.40Z,60.2647419,17.4328679,1285.715,34.70,-20.26,34.06,1.430,2.040,0.34,329.72533,0.47871,3,15
2023-07-15T12:07:54.60Z,60.2648043,17.4327962,1278.759,35.31,-19.65,34.50,1.432,2.042,0.36,330.91144,0.44930,3,15
2023-07-15T12:07:54.80Z,60.2648686,17.4327260,1271.818,36.24,-19.22,34.96,1.434,2.044,0.32,332.06135,0.44809,3,15
2023-07-15T12:07:55.00Z,60.2649347,17.4326580,1264.872,37.14,-18.63,35.08,1.436,2.047,0.35,333.35976,0.36293,3,15
2023-07-15T12:07:55.20Z,60.2650024,17.4325920,1257.949,38.03,-17.97,34.67,1.437,2.051,0.36,334.71002,0.35703,3,15
2023-07-15T12:07:55.40Z,60.2650714,17.4325275,1250.946,39.04,-17.75,34.78,1.439,2.056,0.36,335.54950,0.35801,3,15
2023-07-15T12:07:55.60Z,60.2651422,17.4324651,1244.008,39.84,-16.95,34.53,1.442,2.066,0.41,336.95631,0.35440,3,15
2023-07-15T12:07:55.80Z,60.2652143,17.4324053,1237.052,40.55,-16.26,34.58,1.445,2.078,0.41,338.15186,0.34988,3,15
2023-07-15T12:07:56.00Z,60.2652876,17.4323474,1230.071,41.27,-15.93,34.73,1.447,2.090,0.41,338.89160,0.34286,3,15
2023-07-15T12:07:56.20Z,60.2653626,17.4322914,1223.197,42.00,-15.26,34.47,1.450,2.102,0.40,340.02948,0.34273,3,15
2023-07-15T12:07:56.40Z,60.2654385,17.4322370,1216.282,42.67,-14.85,34.38,1.452,2.109,0.32,340.80605,0.31059,3,15
2023-07-15T12:07:56.60Z,60.2655155,17.4321839,1209.342,43.49,-14.35,34.24,1.458,2.122,0.40,341.73320,0.34581,3,15
2023-07-15T12:07:56.80Z,60.2655941,17.4321323,1202.521,44.11,-14.26,33.96,1.465,2.138,0.44,342.08972,0.42386,3,15
2023-07-15T12:07:57.00Z,60.2656733,17.4320812,1195.744,44.22,-14.05,33.63,1.474,2.153,0.43,342.37790,0.41653,3,15
2023-07-15T12:07:57.20Z,60.2657534,17.4320305,1189.039,45.01,-14.09,33.42,1.482,2.170,0.47,342.61991,0.43505,3,15
2023-07-15T12:07:57.40Z,60.2658345,17.4319800,1182.366,45.38,-14.04,33.41,1.488,2.189,0.52,342.81594,0.43477,3,15
2023-07-15T12:07:57.60Z,60.2659168,17.4319294,1175.753,45.78,-14.00,33.48,1.495,2.213,0.60,342.99219,0.41437,3,15
2023-07-15T12:07:57.80Z,60.2659994,17.4318790,1169.099,46.02,-13.92,33.43,1.499,2.241,0.62,343.16672,0.41158,3,15
2023-07-15T12:07:58.00Z,60.2660825,17.4318284,1162.340,46.51,-13.99,33.80,1.504,2.269,0.57,343.25364,0.41171,3,15
2023-07-15T12:07:58.20Z,60.2661663,17.4317775,1155.658,46.58,-14.09,33.55,1.505,2.286,0.48,343.16810,0.32916,3,15
2023-07-15T12:07:58.40Z,60.2662503,17.4317267,1149.081,46.94,-14.15,33.07,1.506,2.305,0.50,343.22813,0.34983,3,15
2023-07-15T12:07:58.60Z,60.2663343,17.4316749,1142.431,47.05,-14.51,32.87,1.507,2.322,0.48,342.86547,0.34256,3,15
2023-07-15T12:07:58.80Z,60.2664195,17.4316229,1136.038,47.54,-14.46,32.46,1.509,2.339,0.45,343.08371,0.33140,3,15
