time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
2023-07-15T10:06:41.20Z,60.2648946,17.4014927,3689.164,-31.58,-18.90,18.90,5.315,5.053,0.52,210.89715,0.82157,3,8
2023-07-15T10:06:41.40Z,60.2648380,17.4014231,3685.461,-31.40,-19.16,18.64,5.211,4.942,0.50,211.39240,0.80823,3,8
2023-07-15T10:06:41.60Z,60.2647817,17.4013511,3681.977,-30.93,-19.54,18.46,5.085,4.827,0.43,212.28716,0.65939,3,8
2023-07-15T10:06:41.80Z,60.2647263,17.4012777,3678.485,-30.62,-20.05,18.15,4.952,4.718,0.43,213.22506,0.63838,3,8
2023-07-15T10:06:42.00Z,60.2646719,17.4012032,3675.028,-30.04,-20.37,18.21,4.836,4.618,0.35,214.13829,0.64261,3,8
2023-07-15T10:06:42.20Z,60.2646186,17.4011279,3671.503,-29.49,-20.75,18.12,4.731,4.532,0.39,215.13100,0.69536,3,8
2023-07-15T10:06:42.40Z,60.2645661,17.4010530,3667.829,-29.25,-20.81,18.47,4.645,4.452,0.48,215.43570,0.72602,3,8
2023-07-15T10:06:42.60Z,60.2645142,17.4009780,3663.990,-28.95,-20.98,18.45,4.559,4.368,0.50,215.93191,0.72820,3,8
2023-07-15T10:06:42.80Z,60.2644633,17.4009000,3660.401,-28.91,-21.01,18.53,4.465,4.278,0.50,216.01585,0.60800,3,8
2023-07-15T10:06:43.00Z,60.2644118,17.4008245,3656.600,-28.90,-20.80,18.72,4.388,4.203,0.51,215.74188,0.69117,3,8
2023-07-15T10:06:43.20Z,60.2643601,17.4007502,3652.782,-28.98,-20.53,18.85,4.320,4.131,0.54,215.32083,0.75525,3,8
2023-07-15T10:06:43.40Z,60.2643084,17.4006758,3648.940,-29.01,-20.43,19.32,4.247,4.057,0.53,215.15486,0.66091,3,8
2023-07-15T10:06:43.60Z,60.2642564,17.4006030,3644.965,-28.90,-20.25,19.69,4.179,3.988,0.53,215.01874,0.66346,3,8
2023-07-15T10:06:43.80Z,60.2642044,17.4005304,3640.948,-29.17,-19.92,20.16,4.115,3.923,0.53,214.33248,0.66223,3,8
2023-07-15T10:06:44.00Z,60.2641521,17.4004588,3636.856,-29.33,-19.78,20.48,4.052,3.859,0.52,214.00374,0.65873,3,8
2023-07-15T10:06:44.20Z,60.2640996,17.4003875,3632.781,-29.40,-19.56,20.54,4.005,3.810,0.55,213.63307,0.85157,3,8
2023-07-15T10:06:44.40Z,60.2640466,17.4003170,3628.715,-29.79,-19.29,20.39,3.961,3.763,0.55,212.92592,0.85880,3,8
2023-07-15T10:06:44.60Z,60.2639933,17.4002489,3624.649,-30.06,-18.59,20.11,3.919,3.715,0.55,211.73394,0.84845,3,8
2023-07-15T10:06:44.80Z,60.2639390,17.4001837,3620.491,-30.63,-17.66,21.06,3.864,3.666,0.60,209.97136,0.66067,3,8
2023-07-15T10:06:45.00Z,60.2638844,17.4001213,3616.002,-30.34,-17.08,22.92,3.820,3.625,0.65,209.37332,0.70174,3,8
2023-07-15T10:06:45.20Z,60.2638310,17.4000590,3611.335,-29.81,-17.62,23.30,3.777,3.593,0.67,210.58539,0.75087,3,8
2023-07-15T10:06:45.40Z,60.2637775,17.3999947,3606.569,-29.81,-18.06,23.90,3.749,3.573,0.80,211.21340,1.12048,3,8
2023-07-15T10:06:45.60Z,60.2637242,17.3999306,3601.750,-29.89,-17.55,24.10,3.713,3.548,0.74,210.42121,0.92898,3,8
2023-07-15T10:06:45.80Z,60.2636706,17.3998652,3597.046,-29.96,-18.12,23.84,3.674,3.519,0.66,211.17258,0.87092,3,8
2023-07-15T10:06:46.00Z,60.2636170,17.3997978,3592.435,-29.85,-18.54,23.96,3.634,3.492,0.65,211.84161,0.86204,3,8
2023-07-15T10:06:46.20Z,60.2635642,17.3997298,3587.738,-29.50,-18.92,23.42,3.591,3.473,0.68,212.68015,0.95735,3,8
2023-07-15T10:06:46.40Z,60.2635118,17.3996562,3583.249,-28.69,-19.75,22.93,3.532,3.450,0.62,214.54672,0.83640,3,8
2023-07-15T10:06:46.60Z,60.2634613,17.3995817,3578.823,-27.93,-20.23,22.15,3.477,3.429,0.60,215.92342,0.85369,3,8
2023-07-15T10:06:46.80Z,60.2634119,17.3995055,3574.524,-27.07,-20.69,21.78,3.428,3.411,0.60,217.39256,0.87316,3,8
2023-07-15T10:06:47.00Z,60.2633631,17.3994271,3570.298,-26.81,-21.09,21.57,3.386,3.392,0.60,218.19762,0.84530,3,8
2023-07-15T10:06:47.20Z,60.2633157,17.3993467,3566.236,-25.77,-21.92,21.27,3.348,3.374,0.60,220.38187,0.91398,3,8
2023-07-15T10:06:47.40Z,60.2632691,17.3992675,3561.854,-25.86,-21.63,21.85,3.314,3.363,0.63,219.90526,0.96079,3,8
2023-07-15T10:06:47.60Z,60.2632234,17.3991886,3557.481,-25.10,-21.80,21.97,3.293,3.354,0.66,220.96953,0.93982,3,8
2023-07-15T10:06:47.80Z,60.2631775,17.3991104,3553.133,-25.98,-21.30,21.61,3.276,3.346,0.71,219.34412,0.85158,3,8
2023-07-15T10:06:48.00Z,60.2631304,17.3990333,3548.886,-26.11,-20.97,21.41,3.259,3.337,0.71,218.77507,0.88759,3,8
2023-07-15T10:06:48.20Z,60.2630830,17.3989573,3544.644,-26.59,-20.69,21.11,3.242,3.335,0.72,217.88880,0.79448,3,9
2023-07-15T10:06:48.40Z,60.2630347,17.3988844,3540.368,-26.97,-19.60,21.29,3.230,3.336,0.80,216.00121,0.88232,3,9
2023-07-15T10:06:48.60Z,60.2629857,17.3988136,3536.113,-27.27,-19.33,21.43,3.221,3.343,0.90,215.32572,0.94476,3,9
2023-07-15T10:06:48.80Z,60.2629356,17.3987448,3531.807,-27.89,-18.61,21.75,3.210,3.347,0.86,213.71233,0.73165,3,9
2023-07-15T10:06:49.00Z,60.2628850,17.3986786,3527.456,-28.40,-17.94,21.73,3.199,3.354,0.91,212.28944,0.82660,3,9
2023-07-15T10:06:49.20Z,60.2628335,17.3986156,3523.031,-28.95,-17.06,21.89,3.189,3.356,0.81,210.50546,0.83696,3,9
2023-07-15T10:06:49.40Z,60.2627814,17.3985550,3518.646,-29.28,-16.58,21.72,3.178,3.356,0.81,209.52356,0.82303,3,9
2023-07-15T10:06:49.60Z,60.2627284,17.3984958,3514.312,-29.69,-16.11,21.58,3.170,3.367,0.92,208.48106,0.90895,3,9
2023-07-15T10:06:49.80Z,60.2626751,17.3984382,3509.985,-29.70,-15.84,21.62,3.166,3.387,1.00,208.06692,1.17578,3,9
2023-07-15T10:06:50.00Z,60.2626213,17.3983816,3505.686,-30.03,-15.39,21.66,3.169,3.413,1.03,207.12712,1.21883,3,9
2023-07-15T10:06:50.20Z,60.2625671,17.3983272,3501.355,-30.21,-14.75,21.74,3.170,3.440,1.03,206.02521,1.16897,3,9
2023-07-15T10:06:50.40Z,60.2625128,17.3982756,3496.978,-30.25,-14.02,21.75,3.175,3.467,1.03,204.87107,1.20799,3,9
2023-07-15T10:06:50.60Z,60.2624583,17.3982256,3492.589,-30.04,-13.36,22.31,3.179,3.480,0.87,203.97790,1.19973,3,9
2023-07-15T10:06:50.80Z,60.2624040,17.3981763,3487.752,-29.45,-13.70,24.00,3.171,3.474,0.64,204.94215,0.89781,3,9
2023-07-15T10:06:51.00Z,60.2623501,17.3981258,3483.091,-30.40,-13.66,23.72,3.133,3.416,0.50,204.20377,0.58347,3,9
2023-07-15T10:06:51.20Z,60.2622946,17.3980761,3478.446,-30.93,-13.10,23.90,3.105,3.368,0.48,202.94540,0.60887,3,9
2023-07-15T10:06:51.40Z,60.2622379,17.3980258,3474.005,-31.51,-13.02,23.63,3.077,3.323,0.47,202.45319,0.64047,3,9
2023-07-15T10:06:51.60Z,60.2621804,17.3979778,3469.383,-31.67,-13.00,23.28,3.049,3.285,0.45,202.30872,0.67069,3,9
2023-07-15T10:06:51.80Z,60.2621226,17.3979295,3464.900,-31.87,-12.67,22.91,3.020,3.246,0.43,201.68502,0.60108,3,9
2023-07-15T10:06:52.00Z,60.2620647,17.3978823,3460.546,-32.23,-12.37,22.59,2.986,3.207,0.43,200.99484,0.45463,3,9
2023-07-15T10:06:52.20Z,60.2620061,17.3978378,3456.150,-32.98,-11.69,22.50,2.957,3.173,0.49,199.51712,0.43436,3,9
2023-07-15T10:06:52.40Z,60.2619470,17.3977945,3451.750,-33.06,-11.20,22.43,2.927,3.140,0.49,198.70932,0.43324,3,9
2023-07-15T10:06:52.60Z,60.2618873,17.3977536,3447.403,-33.32,-10.61,22.66,2.900,3.113,0.57,197.66811,0.44937,3,9
2023-07-15T10:06:52.80Z,60.2618268,17.3977145,3443.018,-33.81,-10.01,22.91,2.872,3.083,0.51,196.48846,0.42953,3,9
2023-07-15T10:06:53.00Z,60.2617654,17.3976777,3438.576,-34.31,-9.30,23.12,2.842,3.050,0.43,195.16019,0.43267,3,9
2023-07-15T10:06:53.20Z,60.2617035,17.3976443,3433.977,-34.43,-8.94,23.25,2.817,3.020,0.43,194.56230,0.40782,3,9
2023-07-15T10:06:53.40Z,60.2616414,17.3976119,3429.339,-34.50,-8.76,23.24,2.793,2.991,0.42,194.25449,0.40938,3,9
2023-07-15T10:06:53.60Z,60.2615789,17.3975813,3424.711,-35.11,-8.10,23.22,2.774,2.964,0.45,192.99937,0.49433,3,9
2023-07-15T10:06:53.80Z,60.2615154,17.3975525,3420.130,-35.50,-7.71,23.04,2.758,2.941,0.48,192.25591,0.55276,3,9
2023-07-15T10:06:54.00Z,60.2614516,17.3975251,3415.569,-35.81,-7.40,22.95,2.744,2.923,0.51,191.67996,0.62255,3,9
2023-07-15T10:06:54.20Z,60.2613874,17.3974983,3410.952,-35.85,-7.38,23.37,2.725,2.898,0.46,191.62492,0.42756,3,9
2023-07-15T10:06:54.40Z,60.2613230,17.3974712,3406.326,-35.98,-7.38,23.28,2.705,2.876,0.54,191.58538,0.43492,3,9
2023-07-15T10:06:54.60Z,60.2612584,17.3974453,3401.585,-36.21,-6.96,23.86,2.687,2.856,0.55,190.87595,0.43619,3,9
2023-07-15T10:06:54.80Z,60.2611934,17.3974210,3396.727,-36.41,-6.73,24.34,2.669,2.836,0.54,190.47899,0.43290,3,9
2023-07-15T10:06:55.00Z,60.2611278,17.3973971,3391.878,-36.81,-6.15,24.51,2.648,2.815,0.50,189.49168,0.41378,3,9
2023-07-15T10:06:55.20Z,60.2610617,17.3973756,3386.911,-37.15,-5.83,24.83,2.635,2.796,0.56,188.92180,0.48540,3,9
2023-07-15T10:06:55.40Z,60.2609949,17.3973554,3381.889,-37.46,-5.65,24.80,2.622,2.777,0.52,188.57700,0.44158,3,9
2023-07-15T10:06:55.60Z,60.2609276,17.3973368,3376.937,-37.80,-4.74,24.62,2.608,2.759,0.52,187.15114,0.44366,3,9
2023-07-15T10:06:55.80Z,60.2608600,17.3973208,3372.050,-37.86,-4.08,24.52,2.595,2.740,0.47,186.15059,0.43687,3,9
2023-07-15T10:06:56.00Z,60.2607920,17.3973074,3367.148,-38.09,-3.22,24.75,2.582,2.722,0.47,184.82443,0.44308,3,9
2023-07-15T10:06:56.20Z,60.2607234,17.3972963,3362.249,-38.48,-2.69,24.88,2.571,2.705,0.51,183.99545,0.46225,3,9
2023-07-15T10:06:56.40Z,60.2606542,17.3972882,3357.320,-38.75,-1.78,24.78,2.558,2.689,0.54,182.62834,0.48722,3,9
2023-07-15T10:06:56.60Z,60.2605846,17.3972831,3352.353,-39.00,-1.09,24.63,2.547,2.674,0.54,181.59523,0.49178,3,9
2023-07-15T10:06:56.80Z,60.2605145,17.3972807,3347.426,-39.12,-0.29,24.59,2.535,2.659,0.53,180.41928,0.49902,3,9
2023-07-15T10:06:57.00Z,60.2604441,17.3972811,3342.507,-39.35,0.45,24.40,2.523,2.644,0.53,179.34239,0.50431,3,9
2023-07-15T10:06:57.20Z,60.2603735,17.3972843,3337.632,-39.52,1.16,24.09,2.512,2.628,0.50,178.32343,0.48486,3,9
2023-07-15T10:06:57.40Z,60.2603025,17.3972898,3332.859,-39.80,1.82,23.70,2.500,2.612,0.49,177.37866,0.48639,3,9
2023-07-15T10:06:57.60Z,60.2602312,17.3972975,3328.132,-39.92,2.43,23.62,2.488,2.597,0.49,176.51527,0.49127,3,9
2023-07-15T10:06:57.80Z,60.2601595,17.3973072,3323.447,-40.06,2.99,23.47,2.477,2.583,0.49,175.73818,0.49281,3,9
2023-07-15T10:06:58.00Z,60.2600876,17.3973191,3318.758,-40.21,3.56,23.45,2.464,2.567,0.48,174.93506,0.48726,3,9
2023-07-15T10:06:58.20Z,60.2600155,17.3973327,3314.077,-40.15,4.03,23.51,2.452,2.552,0.48,174.26688,0.49039,3,9
2023-07-15T10:06:58.40Z,60.2599432,17.3973478,3309.402,-40.44,4.36,23.41,2.438,2.537,0.48,173.84965,0.48856,3,9
2023-07-15T10:06:58.60Z,60.2598705,17.3973643,3304.731,-40.62,4.79,23.35,2.427,2.523,0.48,173.27865,0.49099,3,9
2023-07-15T10:06:58.80Z,60.2597976,17.3973827,3300.077,-40.66,5.30,23.11,2.415,2.508,0.44,172.57616,0.47455,3,9
2023-07-15T10:06:59.00Z,60.2597244,17.3974023,3295.485,-40.69,5.71,23.08,2.402,2.493,0.44,172.01366,0.47221,3,9
2023-07-15T10:06:59.20Z,60.2596513,17.3974234,3290.889,-40.69,6.06,23.05,2.390,2.478,0.45,171.53444,0.47210,3,9
2023-07-15T10:06:59.40Z,60.2595780,17.3974458,3286.287,-40.88,6.48,23.14,2.379,2.465,0.48,170.99432,0.50145,3,9
2023-07-15T10:06:59.60Z,60.2595047,17.3974704,3281.641,-40.94,7.05,23.27,2.358,2.446,0.46,170.22379,0.44895,3,9
2023-07-15T10:06:59.80Z,60.2594316,17.3974971,3276.945,-40.78,7.60,23.49,2.341,2.430,0.46,169.45041,0.46392,3,9
2023-07-15T10:07:00.00Z,60.2593585,17.3975256,3272.255,-40.98,8.05,23.46,2.325,2.414,0.46,168.88353,0.45182,3,9
2023-07-15T10:07:00.20Z,60.2592850,17.3975552,3267.557,-41.07,8.33,23.55,2.308,2.400,0.48,168.53974,0.46959,3,9
2023-07-15T10:07:00.40Z,60.2592117,17.3975864,3262.783,-40.98,8.73,23.74,2.294,2.386,0.46,167.96901,0.45951,3,9
2023-07-15T10:07:00.60Z,60.2591383,17.3976187,3258.056,-40.96,9.17,23.75,2.280,2.373,0.46,167.38035,0.45767,3,9
2023-07-15T10:07:00.80Z,60.2590645,17.3976518,3253.364,-41.22,9.41,23.80,2.267,2.360,0.46,167.13971,0.45786,3,9
2023-07-15T10:07:01.00Z,60.2589911,17.3976872,3248.583,-40.89,10.02,23.78,2.256,2.349,0.48,166.23564,0.53026,3,9
2023-07-15T10:07:01.20Z,60.2589178,17.3977238,3243.830,-40.86,10.22,23.82,2.252,2.345,0.60,165.96076,0.68639,3,9
2023-07-15T10:07:01.40Z,60.2588448,17.3977620,3239.084,-40.75,10.78,23.74,2.251,2.342,0.61,165.18320,0.67998,3,9
2023-07-15T10:07:01.60Z,60.2587719,17.3978017,3234.366,-40.68,11.18,23.60,2.255,2.342,0.66,164.63763,0.81089,3,9
2023-07-15T10:07:01.80Z,60.2586990,17.3978429,3229.667,-40.72,11.43,23.35,2.263,2.343,0.63,164.32279,0.79211,3,9
2023-07-15T10:07:02.00Z,60.2586262,17.3978847,3225.067,-40.42,11.73,23.06,2.273,2.343,0.61,163.81250,0.81079,3,9
2023-07-15T10:07:02.20Z,60.2585534,17.3979269,3220.498,-40.49,11.73,22.90,2.284,2.344,0.61,163.84733,0.80998,3,9
2023-07-15T10:07:02.40Z,60.2584806,17.3979686,3216.004,-40.49,11.61,22.57,2.295,2.344,0.60,163.99263,0.80403,3,9
2023-07-15T10:07:02.60Z,60.2584073,17.3980090,3211.609,-40.53,11.29,22.23,2.303,2.344,0.59,164.43958,0.78165,3,9
2023-07-15T10:07:02.80Z,60.2583342,17.3980488,3207.164,-40.71,10.92,22.29,2.312,2.351,0.66,164.99112,0.77436,3,9
2023-07-15T10:07:03.00Z,60.2582614,17.3980874,3202.663,-40.35,10.52,22.59,2.321,2.358,0.65,165.39280,0.74880,3,9
2023-07-15T10:07:03.20Z,60.2581890,17.3981243,3198.149,-39.96,10.28,22.85,2.332,2.365,0.70,165.57357,0.85105,3,9
2023-07-15T10:07:03.40Z,60.2581168,17.3981603,3193.588,-39.78,10.29,23.36,2.342,2.367,0.61,165.50204,0.85311,3,9
2023-07-15T10:07:03.60Z,60.2580451,17.3981975,3188.839,-39.92,10.37,23.86,2.350,2.367,0.60,165.43751,0.83730,3,9
2023-07-15T10:07:03.80Z,60.2579733,17.3982344,3184.092,-39.96,10.29,23.86,2.355,2.367,0.61,165.56111,0.84779,3,9
2023-07-15T10:07:04.00Z,60.2579011,17.3982721,3179.359,-40.21,10.75,23.79,2.359,2.366,0.60,165.03841,0.82115,3,9
2023-07-15T10:07:04.20Z,60.2578287,17.3983107,3174.716,-40.15,10.99,23.47,2.360,2.365,0.60,164.69159,0.79576,3,9
2023-07-15T10:07:04.40Z,60.2577564,17.3983501,3170.072,-40.25,11.05,23.42,2.359,2.367,0.62,164.64472,0.89902,3,9
2023-07-15T10:07:04.60Z,60.2576842,17.3983911,3165.397,-40.16,11.59,23.57,2.357,2.368,0.60,163.89458,0.85742,3,9
2023-07-15T10:07:04.80Z,60.2576120,17.3984328,3160.745,-40.12,11.68,23.60,2.354,2.369,0.59,163.76384,0.84165,3,9
2023-07-15T10:07:05.00Z,60.2575401,17.3984758,3156.037,-40.25,11.94,23.55,2.349,2.369,0.56,163.48289,0.79746,3,9
2023-07-15T10:07:05.20Z,60.2574679,17.3985191,3151.344,-40.23,12.05,23.76,2.344,2.367,0.55,163.32398,0.79289,3,9
2023-07-15T10:07:05.40Z,60.2573960,17.3985630,3146.579,-40.04,12.12,23.87,2.342,2.367,0.58,163.15669,0.81192,3,9
2023-07-15T10:07:05.60Z,60.2573245,17.3986069,3141.831,-39.94,12.01,23.61,2.339,2.367,0.57,163.26493,0.79713,3,9
2023-07-15T10:07:05.80Z,60.2572521,17.3986493,3137.176,-40.49,11.59,23.79,2.338,2.370,0.61,164.02388,0.85402,3,9
2023-07-15T10:07:06.00Z,60.2571795,17.3986902,3132.544,-40.64,11.08,23.46,2.341,2.376,0.66,164.74323,0.93765,3,9
2023-07-15T10:07:06.20Z,60.2571065,17.3987298,3128.010,-40.77,10.81,23.00,2.346,2.382,0.66,165.14783,0.93303,3,9
2023-07-15T10:07:06.40Z,60.2570339,17.3987688,3123.410,-40.52,10.61,22.79,2.356,2.391,0.73,165.32799,1.01475,3,9
2023-07-15T10:07:06.60Z,60.2569617,17.3988085,3118.970,-40.32,11.08,22.19,2.365,2.398,0.70,164.64130,0.96374,3,9
2023-07-15T10:07:06.80Z,60.2568897,17.3988502,3114.637,-40.46,11.72,21.52,2.373,2.408,0.73,163.84226,0.98998,3,9
2023-07-15T10:07:07.00Z,60.2568179,17.3988938,3110.242,-40.18,12.08,21.43,2.378,2.416,0.63,163.26200,0.89728,3,9
2023-07-15T10:07:07.20Z,60.2567461,17.3989385,3106.013,-39.95,12.60,21.30,2.378,2.420,0.60,162.49713,0.84225,3,9
2023-07-15T10:07:07.40Z,60.2566747,17.3989851,3101.729,-39.83,13.05,21.31,2.375,2.422,0.57,161.85375,0.81186,3,9
2023-07-15T10:07:07.60Z,60.2566031,17.3990327,3097.591,-39.76,13.49,21.09,2.372,2.428,0.60,161.25536,0.83629,3,9
2023-07-15T10:07:07.80Z,60.2565323,17.3990830,3093.452,-39.31,14.23,20.87,2.369,2.434,0.61,160.10137,0.85622,3,9
2023-07-15T10:07:08.00Z,60.2564621,17.3991361,3089.191,-39.30,14.91,21.32,2.359,2.445,0.76,159.21695,0.87326,3,9
2023-07-15T10:07:08.20Z,60.2563924,17.3991912,3084.943,-39.16,15.41,21.63,2.347,2.442,0.58,158.51711,0.80878,3,10
2023-07-15T10:07:08.40Z,60.2563233,17.3992483,3080.638,-38.75,15.96,22.08,2.330,2.432,0.47,157.61260,0.75008,3,10
2023-07-15T10:07:08.60Z,60.2562542,17.3993062,3076.346,-38.52,16.16,22.24,2.321,2.430,0.48,157.24239,0.74679,3,10
2023-07-15T10:07:08.80Z,60.2561853,17.3993633,3072.028,-38.57,15.71,22.25,2.318,2.429,0.49,157.83772,0.78919,3,10
2023-07-15T10:07:09.00Z,60.2561162,17.3994176,3067.764,-38.74,14.64,21.73,2.319,2.428,0.48,159.30429,0.82031,3,9
2023-07-15T10:07:09.20Z,60.2560464,17.3994695,3063.617,-38.94,14.26,21.47,2.317,2.428,0.50,159.88873,0.73938,3,9
2023-07-15T10:07:09.40Z,60.2559765,17.3995199,3059.450,-39.00,14.01,21.47,2.314,2.431,0.51,160.24440,0.68052,3,9
2023-07-15T10:07:09.60Z,60.2559067,17.3995694,3055.314,-38.98,13.60,21.17,2.310,2.430,0.47,160.76383,0.70859,3,9
2023-07-15T10:07:09.80Z,60.2558368,17.3996180,3051.251,-39.02,13.64,20.99,2.307,2.431,0.48,160.73573,0.71179,3,9
2023-07-15T10:07:10.00Z,60.2557670,17.3996656,3047.172,-38.82,13.33,21.01,2.302,2.429,0.45,161.05261,0.66451,3,9
2023-07-15T10:07:10.20Z,60.2556975,17.3997127,3043.068,-38.75,13.28,20.86,2.298,2.427,0.45,161.08877,0.68005,3,9
2023-07-15T10:07:10.40Z,60.2556283,17.3997608,3039.035,-38.35,13.73,20.84,2.295,2.430,0.49,160.29420,0.76292,3,9
2023-07-15T10:07:10.60Z,60.2555592,17.3998096,3034.971,-38.57,13.72,21.01,2.293,2.437,0.50,160.42297,0.81747,3,9
2023-07-15T10:07:10.80Z,60.2554904,17.3998605,3030.928,-38.04,14.76,20.75,2.291,2.439,0.45,158.79006,0.75262,3,9
2023-07-15T10:07:11.00Z,60.2554217,17.3999117,3026.918,-38.16,14.25,20.70,2.286,2.438,0.45,159.52133,0.69706,3,9
2023-07-15T10:07:11.20Z,60.2553543,17.3999652,3022.889,-37.44,15.47,20.25,2.283,2.443,0.48,157.55254,0.73302,3,9
2023-07-15T10:07:11.40Z,60.2552878,17.4000218,3018.975,-36.72,16.16,20.08,2.281,2.453,0.51,156.25086,0.72047,3,9
2023-07-15T10:07:11.60Z,60.2552216,17.4000803,3015.161,-36.74,16.54,19.90,2.277,2.460,0.50,155.76545,0.73721,3,10
2023-07-15T10:07:11.80Z,60.2551556,17.4001395,3011.311,-36.75,16.49,20.04,2.272,2.458,0.43,155.83745,0.73172,3,10
2023-07-15T10:07:12.00Z,60.2550895,17.4001979,3007.462,-36.80,16.14,20.01,2.267,2.454,0.42,156.31107,0.73825,3,10
2023-07-15T10:07:12.20Z,60.2550238,17.4002561,3003.615,-36.94,16.02,19.69,2.263,2.451,0.42,156.55558,0.76464,3,10
2023-07-15T10:07:12.40Z,60.2549579,17.4003136,2999.836,-37.00,15.74,19.30,2.259,2.450,0.43,156.94634,0.80189,3,10
2023-07-15T10:07:12.60Z,60.2548919,17.4003702,2996.065,-37.15,15.35,19.26,2.254,2.450,0.43,157.54560,0.70812,3,10
2023-07-15T10:07:12.80Z,60.2548258,17.4004254,2992.272,-37.15,15.00,19.48,2.251,2.455,0.47,158.00966,0.74300,3,9
2023-07-15T10:07:13.00Z,60.2547609,17.4004820,2988.440,-37.16,14.80,19.47,2.223,2.454,0.31,158.28184,0.45638,3,9
2023-07-15T10:07:13.20Z,60.2546952,17.4005362,2984.674,-37.25,14.53,19.44,2.196,2.452,0.31,158.68917,0.45516,3,9
2023-07-15T10:07:13.40Z,60.2546293,17.4005896,2980.868,-37.34,14.37,19.58,2.170,2.450,0.31,158.95518,0.45434,3,9
2023-07-15T10:07:13.60Z,60.2545632,17.4006428,2977.027,-37.49,14.35,19.26,2.145,2.447,0.31,159.04978,0.44534,3,9
