time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
2023-07-15T10:07:13.80Z,60.2544965,17.4006961,2973.265,-37.44,14.47,19.05,2.122,2.444,0.31,158.87073,0.44566,3,9
2023-07-15T10:07:14.00Z,60.2544301,17.4007486,2969.545,-37.21,14.39,18.93,2.104,2.445,0.32,158.85595,0.48630,3,9
2023-07-15T10:07:14.20Z,60.2543638,17.4008016,2965.797,-37.20,14.71,19.24,2.088,2.445,0.33,158.42677,0.49140,3,9
2023-07-15T10:07:14.40Z,60.2542978,17.4008555,2961.959,-37.21,15.01,19.31,2.071,2.442,0.33,158.02871,0.46751,3,9
2023-07-15T10:07:14.60Z,60.2542315,17.4009112,2958.171,-37.00,15.47,19.33,2.055,2.440,0.33,157.31446,0.46895,3,9
2023-07-15T10:07:14.80Z,60.2541658,17.4009685,2954.336,-36.71,15.84,19.49,2.043,2.442,0.36,156.65106,0.54569,3,9
2023-07-15T10:07:15.00Z,60.2541007,17.4010274,2950.431,-36.56,16.33,19.62,2.031,2.443,0.36,155.93849,0.54387,3,9
2023-07-15T10:07:15.20Z,60.2540356,17.4010872,2946.574,-36.48,16.38,19.66,2.020,2.445,0.36,155.82136,0.54462,3,9
2023-07-15T10:07:15.40Z,60.2539709,17.4011476,2942.695,-36.17,16.91,19.61,2.009,2.444,0.34,154.93547,0.51403,3,9
2023-07-15T10:07:15.60Z,60.2539066,17.4012097,2938.804,-35.97,17.23,20.01,1.998,2.448,0.38,154.40611,0.56205,3,9
2023-07-15T10:07:15.80Z,60.2538428,17.4012733,2934.893,-35.54,17.73,20.10,1.989,2.452,0.38,153.48841,0.56220,3,9
2023-07-15T10:07:16.00Z,60.2537793,17.4013387,2930.962,-35.29,18.34,20.25,1.986,2.457,0.40,152.53719,0.69619,3,9
2023-07-15T10:07:16.20Z,60.2537163,17.4014064,2927.019,-35.00,19.04,20.35,1.985,2.462,0.43,151.45822,0.70012,3,9
2023-07-15T10:07:16.40Z,60.2536537,17.4014758,2923.022,-34.77,19.50,20.63,1.982,2.465,0.38,150.70993,0.63554,3,9
2023-07-15T10:07:16.60Z,60.2535919,17.4015476,2918.938,-34.47,20.05,20.72,1.977,2.469,0.38,149.81083,0.62097,3,9
2023-07-15T10:07:16.80Z,60.2535307,17.4016220,2914.836,-34.09,20.94,20.81,1.968,2.471,0.39,148.43713,0.50690,3,9
2023-07-15T10:07:17.00Z,60.2534701,17.4016993,2910.664,-33.58,21.66,21.44,1.959,2.473,0.42,147.17497,0.52534,3,9
2023-07-15T10:07:17.20Z,60.2534107,17.4017794,2906.367,-33.24,22.21,21.77,1.944,2.470,0.38,146.25027,0.45440,3,10
2023-07-15T10:07:17.40Z,60.2533516,17.4018622,2902.035,-32.81,23.43,22.22,1.938,2.472,0.40,144.46986,0.65014,3,10
2023-07-15T10:07:17.60Z,60.2532931,17.4019489,2897.708,-32.39,24.50,22.32,1.932,2.474,0.42,142.89145,0.60591,3,10
2023-07-15T10:07:17.80Z,60.2532356,17.4020393,2893.273,-31.98,25.34,22.45,1.926,2.476,0.43,141.61180,0.60367,3,10
2023-07-15T10:07:18.00Z,60.2531788,17.4021328,2888.841,-31.56,26.23,22.49,1.922,2.481,0.45,140.27326,0.60558,3,10
2023-07-15T10:07:18.20Z,60.2531231,17.4022299,2884.398,-30.99,27.14,22.59,1.915,2.486,0.45,138.78294,0.55733,3,10
2023-07-15T10:07:18.40Z,60.2530679,17.4023292,2879.953,-30.59,27.70,22.75,1.911,2.491,0.47,137.83767,0.61235,3,10
2023-07-15T10:07:18.60Z,60.2530132,17.4024303,2875.438,-30.39,28.11,23.20,1.908,2.497,0.48,137.22892,0.60959,3,10
2023-07-15T10:07:18.80Z,60.2529590,17.4025328,2870.924,-30.03,28.53,23.15,1.906,2.502,0.44,136.47468,0.59495,3,10
2023-07-15T10:07:19.00Z,60.2529055,17.4026372,2866.413,-29.74,29.18,22.94,1.901,2.501,0.31,135.54623,0.56038,3,10
2023-07-15T10:07:19.20Z,60.2528521,17.4027437,2861.949,-29.70,29.61,22.64,1.896,2.499,0.31,135.08112,0.55924,3,10
2023-07-15T10:07:19.40Z,60.2527992,17.4028512,2857.542,-29.44,29.90,22.32,1.892,2.500,0.37,134.56042,0.57992,3,10
2023-07-15T10:07:19.60Z,60.2527465,17.4029603,2853.209,-29.09,30.33,22.28,1.889,2.505,0.45,133.79845,0.59316,3,10
2023-07-15T10:07:19.80Z,60.2526945,17.4030713,2848.830,-28.88,30.98,22.29,1.889,2.513,0.50,132.99582,0.64685,3,10
2023-07-15T10:07:20.00Z,60.2526430,17.4031845,2844.482,-28.47,31.56,22.27,1.890,2.521,0.50,132.04604,0.64338,3,10
2023-07-15T10:07:20.20Z,60.2525927,17.4032998,2840.149,-27.66,32.10,22.14,1.891,2.529,0.50,130.74576,0.64310,3,10
2023-07-15T10:07:20.40Z,60.2525433,17.4034174,2835.824,-27.25,32.84,22.27,1.892,2.537,0.55,129.67962,0.63818,3,10
2023-07-15T10:07:20.60Z,60.2524946,17.4035375,2831.449,-26.96,33.52,22.32,1.897,2.548,0.63,128.81402,0.77638,3,10
2023-07-15T10:07:20.80Z,60.2524468,17.4036604,2827.025,-26.37,34.30,22.58,1.897,2.553,0.56,127.55905,0.56590,3,10
2023-07-15T10:07:21.00Z,60.2524001,17.4037865,2822.685,-25.84,35.10,22.43,1.889,2.552,0.55,126.35684,0.47172,3,10
2023-07-15T10:07:21.20Z,60.2523545,17.4039151,2818.322,-25.10,35.80,22.46,1.882,2.553,0.54,125.03258,0.46593,3,10
2023-07-15T10:07:21.40Z,60.2523102,17.4040460,2813.948,-24.55,36.44,22.35,1.874,2.554,0.52,123.97742,0.43526,3,10
2023-07-15T10:07:21.60Z,60.2522666,17.4041791,2809.505,-24.28,36.99,22.63,1.867,2.555,0.53,123.28175,0.43386,3,10
2023-07-15T10:07:21.80Z,60.2522238,17.4043126,2805.117,-23.54,36.99,22.38,1.864,2.558,0.55,122.47278,0.52791,3,10
2023-07-15T10:07:22.00Z,60.2521818,17.4044466,2800.712,-23.24,37.16,22.41,1.862,2.558,0.52,122.02279,0.50824,3,10
2023-07-15T10:07:22.20Z,60.2521400,17.4045808,2796.257,-23.56,37.19,22.53,1.859,2.557,0.53,122.35997,0.50346,3,10
2023-07-15T10:07:22.40Z,60.2520979,17.4047148,2791.816,-23.60,37.00,22.42,1.852,2.548,0.53,122.52954,0.47636,3,10
2023-07-15T10:07:22.60Z,60.2520560,17.4048487,2787.325,-23.41,37.10,22.53,1.848,2.544,0.64,122.24984,0.59646,3,10
2023-07-15T10:07:22.80Z,60.2520145,17.4049826,2782.775,-23.23,36.99,22.70,1.847,2.543,0.66,122.12722,0.58021,3,10
2023-07-15T10:07:23.00Z,60.2519733,17.4051172,2778.193,-23.18,37.30,23.12,1.841,2.540,0.58,121.86246,0.42496,3,10
2023-07-15T10:07:23.20Z,60.2519324,17.4052526,2773.570,-22.60,37.63,23.37,1.842,2.545,0.70,120.98354,0.65645,3,10
2023-07-15T10:07:23.40Z,60.2518922,17.4053901,2768.905,-22.22,38.34,23.62,1.846,2.552,0.74,120.09232,0.66316,3,10
2023-07-15T10:07:23.60Z,60.2518532,17.4055297,2764.294,-21.52,38.93,23.32,1.851,2.561,0.74,118.93396,0.66994,3,10
2023-07-15T10:07:23.80Z,60.2518152,17.4056724,2759.678,-20.92,39.85,23.47,1.856,2.571,0.76,117.69955,0.62080,3,10
2023-07-15T10:07:24.00Z,60.2517787,17.4058177,2755.019,-20.14,40.52,23.40,1.862,2.581,0.71,116.42553,0.62221,3,10
2023-07-15T10:07:24.20Z,60.2517439,17.4059655,2750.393,-18.88,41.05,23.24,1.864,2.575,0.38,114.69776,0.61891,3,11
2023-07-15T10:07:24.40Z,60.2517109,17.4061149,2745.607,-18.20,41.40,23.44,1.865,2.571,0.38,113.73115,0.65359,3,11
2023-07-15T10:07:24.60Z,60.2516799,17.4062666,2740.836,-17.22,42.08,23.49,1.861,2.565,0.36,112.25783,0.44554,3,11
2023-07-15T10:07:24.80Z,60.2516499,17.4064200,2736.147,-16.62,42.52,23.32,1.857,2.561,0.37,111.34650,0.49089,3,11
2023-07-15T10:07:25.00Z,60.2516207,17.4065752,2731.541,-16.05,42.91,23.18,1.855,2.557,0.37,110.50538,0.48959,3,11
2023-07-15T10:07:25.20Z,60.2515924,17.4067315,2726.939,-15.64,43.13,22.99,1.853,2.554,0.37,109.93219,0.49317,3,11
2023-07-15T10:07:25.40Z,60.2515649,17.4068883,2722.426,-15.07,43.30,22.56,1.854,2.552,0.37,109.18742,0.54697,3,11
2023-07-15T10:07:25.60Z,60.2515380,17.4070462,2717.939,-14.72,43.73,22.49,1.858,2.550,0.39,108.60167,0.66293,3,11
2023-07-15T10:07:25.80Z,60.2515116,17.4072044,2713.386,-14.67,43.70,22.80,1.863,2.549,0.36,108.55502,0.63140,3,11
2023-07-15T10:07:26.00Z,60.2514857,17.4073626,2708.825,-14.37,43.70,22.46,1.869,2.550,0.40,108.20918,0.61640,3,11
2023-07-15T10:07:26.20Z,60.2514604,17.4075204,2704.243,-14.36,43.76,22.18,1.874,2.549,0.39,108.17186,0.61985,3,11
2023-07-15T10:07:26.40Z,60.2514345,17.4076782,2699.880,-14.54,43.56,21.53,1.879,2.548,0.38,108.45571,0.62233,3,11
2023-07-15T10:07:26.60Z,60.2514086,17.4078359,2695.600,-14.37,43.55,21.15,1.885,2.548,0.38,108.26245,0.62495,3,11
2023-07-15T10:07:26.80Z,60.2513825,17.4079946,2691.496,-14.22,43.62,20.87,1.890,2.548,0.39,108.05099,0.60613,3,11
2023-07-15T10:07:27.00Z,60.2513571,17.4081531,2687.409,-13.96,43.76,20.34,1.896,2.549,0.39,107.69654,0.60335,3,11
2023-07-15T10:07:27.20Z,60.2513326,17.4083113,2683.373,-13.58,43.62,19.80,1.901,2.549,0.39,107.28852,0.60501,3,11
2023-07-15T10:07:27.40Z,60.2513085,17.4084695,2679.461,-13.19,43.62,19.49,1.905,2.549,0.39,106.82844,0.60796,3,11
2023-07-15T10:07:27.60Z,60.2512846,17.4086276,2675.610,-13.27,43.42,19.40,1.909,2.549,0.40,106.99239,0.61432,3,11
2023-07-15T10:07:27.80Z,60.2512609,17.4087851,2671.747,-12.92,43.37,19.44,1.913,2.549,0.38,106.58339,0.59192,3,11
2023-07-15T10:07:28.00Z,60.2512377,17.4089434,2667.863,-12.53,43.65,19.84,1.918,2.550,0.39,106.02022,0.60012,3,11
2023-07-15T10:07:28.20Z,60.2512158,17.4091013,2663.879,-11.86,43.49,19.86,1.922,2.551,0.40,105.25164,0.60427,3,11
2023-07-15T10:07:28.40Z,60.2511950,17.4092594,2659.864,-11.31,43.69,20.06,1.927,2.552,0.40,104.51568,0.60158,3,11
2023-07-15T10:07:28.60Z,60.2511731,17.4094200,2656.117,-11.15,43.70,20.24,1.932,2.553,0.40,104.31543,0.62564,3,11
2023-07-15T10:07:28.80Z,60.2511517,17.4095808,2652.316,-10.88,43.83,20.47,1.937,2.554,0.45,103.93779,0.68070,3,11
2023-07-15T10:07:29.00Z,60.2511310,17.4097421,2648.515,-10.22,43.86,20.52,1.941,2.555,0.55,103.12127,0.80375,3,11
2023-07-15T10:07:29.20Z,60.2511145,17.4099014,2644.249,-8.84,44.43,20.86,1.949,2.559,0.54,101.24894,0.84486,3,10
2023-07-15T10:07:29.40Z,60.2511006,17.4100618,2639.908,-7.63,44.59,21.00,1.955,2.561,0.43,99.70566,0.63622,3,10
2023-07-15T10:07:29.60Z,60.2510882,17.4102241,2635.542,-6.68,45.14,21.57,1.959,2.563,0.40,98.41725,0.61848,3,10
2023-07-15T10:07:29.80Z,60.2510774,17.4103869,2631.124,-5.85,45.03,21.60,1.963,2.565,0.38,97.39581,0.62012,3,10
2023-07-15T10:07:30.00Z,60.2510683,17.4105498,2626.721,-4.67,45.03,21.65,1.967,2.567,0.41,95.92165,0.64686,3,10
2023-07-15T10:07:30.20Z,60.2510609,17.4107128,2622.257,-3.80,45.26,21.84,1.969,2.566,0.42,94.79818,0.56635,3,11
2023-07-15T10:07:30.40Z,60.2510549,17.4108766,2617.828,-2.78,45.33,21.94,1.970,2.565,0.40,93.50399,0.52624,3,11
2023-07-15T10:07:30.60Z,60.2510503,17.4110408,2613.419,-2.09,45.46,21.88,1.973,2.566,0.46,92.62770,0.61229,3,11
2023-07-15T10:07:30.80Z,60.2510475,17.4112050,2608.960,-1.21,45.46,21.93,1.976,2.565,0.40,91.52673,0.52089,3,11
2023-07-15T10:07:31.00Z,60.2510459,17.4113696,2604.555,-0.61,45.60,21.60,1.978,2.565,0.43,90.76544,0.51255,3,11
2023-07-15T10:07:31.20Z,60.2510451,17.4115340,2600.241,-0.03,45.40,21.31,1.983,2.566,0.45,90.04199,0.51182,3,11
2023-07-15T10:07:31.40Z,60.2510456,17.4116982,2595.900,0.39,45.60,21.30,1.988,2.568,0.45,89.50813,0.50851,3,11
2023-07-15T10:07:31.60Z,60.2510467,17.4118623,2591.552,0.68,45.41,21.30,1.994,2.571,0.48,89.14693,0.54364,3,11
2023-07-15T10:07:31.80Z,60.2510480,17.4120266,2587.318,1.09,45.43,20.99,2.003,2.575,0.49,88.62524,0.54265,3,11
2023-07-15T10:07:32.00Z,60.2510498,17.4121908,2583.164,1.32,45.33,20.64,2.011,2.579,0.49,88.33264,0.54325,3,11
2023-07-15T10:07:32.20Z,60.2510513,17.4123556,2579.131,1.25,45.35,20.42,2.021,2.584,0.50,88.42081,0.54897,3,11
2023-07-15T10:07:32.40Z,60.2510531,17.4125207,2575.108,1.38,45.59,20.25,2.032,2.590,0.62,88.26730,0.64266,3,11
2023-07-15T10:07:32.60Z,60.2510549,17.4126855,2571.013,1.07,45.39,20.61,2.049,2.598,0.74,88.64993,0.73467,3,11
2023-07-15T10:07:32.80Z,60.2510566,17.4128498,2566.884,1.28,45.25,20.78,2.072,2.612,0.79,88.37975,0.76784,3,11
2023-07-15T10:07:33.00Z,60.2510590,17.4130132,2562.644,1.45,45.09,21.06,2.097,2.626,0.74,88.16377,0.73395,3,11
2023-07-15T10:07:33.20Z,60.2510616,17.4131770,2558.434,1.89,45.11,21.26,2.118,2.639,0.76,87.59819,0.76564,3,11
2023-07-15T10:07:33.40Z,60.2510662,17.4133401,2553.962,2.49,45.20,21.89,2.136,2.648,0.60,86.84808,0.61593,3,11
2023-07-15T10:07:33.60Z,60.2510713,17.4135028,2549.484,3.02,44.94,22.06,2.153,2.659,0.71,86.16011,0.71275,3,12
2023-07-15T10:07:33.80Z,60.2510772,17.4136657,2544.945,3.38,45.10,22.58,2.172,2.671,0.73,85.71323,0.75706,3,12
2023-07-15T10:07:34.00Z,60.2510839,17.4138296,2540.377,4.17,45.30,22.91,2.187,2.681,0.74,84.74157,0.79151,3,12
2023-07-15T10:07:34.20Z,60.2510920,17.4139936,2535.768,4.82,45.32,23.03,2.196,2.686,0.76,83.93109,0.84847,3,12
2023-07-15T10:07:34.40Z,60.2511006,17.4141586,2531.199,5.33,45.49,23.07,2.200,2.680,0.72,83.32058,0.69544,3,12
2023-07-15T10:07:34.60Z,60.2511106,17.4143226,2526.505,5.74,45.26,23.13,2.197,2.664,0.69,82.77592,0.62926,3,12
2023-07-15T10:07:34.80Z,60.2511212,17.4144867,2521.778,5.91,45.42,23.47,2.194,2.648,0.70,82.58712,0.61338,3,12
2023-07-15T10:07:35.00Z,60.2511322,17.4146516,2517.021,6.23,45.64,23.65,2.192,2.634,0.70,82.22139,0.60673,3,12
2023-07-15T10:07:35.20Z,60.2511441,17.4148156,2512.139,6.33,45.43,23.68,2.192,2.619,0.76,82.06901,0.59206,3,12
2023-07-15T10:07:35.40Z,60.2511561,17.4149807,2507.284,6.74,45.66,24.01,2.193,2.604,0.77,81.59815,0.59031,3,11
2023-07-15T10:07:35.60Z,60.2511688,17.4151471,2502.368,6.95,46.02,24.29,2.195,2.589,0.74,81.41208,0.58293,3,11
2023-07-15T10:07:35.80Z,60.2511818,17.4153143,2497.460,7.36,46.08,24.45,2.196,2.575,0.74,80.92248,0.57964,3,11
2023-07-15T10:07:36.00Z,60.2511951,17.4154820,2492.542,7.54,46.19,24.75,2.196,2.561,0.70,80.72513,0.56862,3,11
2023-07-15T10:07:36.20Z,60.2512087,17.4156495,2487.602,7.70,46.19,24.71,2.196,2.547,0.70,80.54059,0.56434,3,11
2023-07-15T10:07:36.40Z,60.2512222,17.4158168,2482.666,7.57,46.48,24.45,2.196,2.533,0.60,80.75498,0.43126,3,11
2023-07-15T10:07:36.60Z,60.2512354,17.4159850,2477.847,7.37,46.24,24.12,2.195,2.519,0.63,80.94532,0.43703,3,10
2023-07-15T10:07:36.80Z,60.2512484,17.4161520,2472.959,7.04,46.33,24.21,2.195,2.505,0.61,81.35470,0.42813,3,10
2023-07-15T10:07:37.00Z,60.2512606,17.4163200,2468.085,6.85,46.47,24.43,2.197,2.494,0.62,81.61457,0.44102,3,10
2023-07-15T10:07:37.20Z,60.2512718,17.4164885,2463.130,6.03,46.46,25.20,2.198,2.483,0.61,82.59846,0.44990,3,9
2023-07-15T10:07:37.40Z,60.2512823,17.4166556,2457.896,5.64,46.12,26.40,2.202,2.478,0.58,83.02489,0.47108,3,9
2023-07-15T10:07:37.60Z,60.2512927,17.4168216,2452.428,5.93,45.51,27.73,2.210,2.477,0.73,82.57935,0.58671,3,9
2023-07-15T10:07:37.80Z,60.2513046,17.4169866,2446.799,7.26,45.57,28.16,2.223,2.482,0.84,80.95094,0.67742,3,9
2023-07-15T10:07:38.00Z,60.2513186,17.4171516,2441.177,8.37,45.54,28.11,2.237,2.485,0.86,79.58637,0.64357,3,11
2023-07-15T10:07:38.20Z,60.2513343,17.4173169,2435.528,9.21,45.65,28.25,2.252,2.489,0.83,78.59908,0.65992,3,11
2023-07-15T10:07:38.40Z,60.2513509,17.4174827,2429.908,9.23,46.04,27.91,2.266,2.494,0.81,78.66523,0.64542,3,10
2023-07-15T10:07:38.60Z,60.2513671,17.4176487,2424.413,8.94,45.69,27.43,2.280,2.501,0.82,78.92972,0.65854,3,10
2023-07-15T10:07:38.80Z,60.2513844,17.4178140,2418.902,9.62,46.12,27.04,2.293,2.508,0.81,78.22425,0.62450,3,10
2023-07-15T10:07:39.00Z,60.2514025,17.4179806,2413.458,10.08,45.91,26.92,2.303,2.516,0.80,77.62150,0.60333,3,11
2023-07-15T10:07:39.20Z,60.2514214,17.4181465,2408.166,10.53,45.88,26.29,2.310,2.524,0.71,77.07452,0.54226,3,10
2023-07-15T10:07:39.40Z,60.2514407,17.4183129,2402.950,10.86,45.99,26.06,2.317,2.535,0.65,76.71408,0.50863,3,10
2023-07-15T10:07:39.60Z,60.2514601,17.4184806,2397.781,10.89,46.27,25.99,2.325,2.548,0.61,76.75605,0.51621,3,10
2023-07-15T10:07:39.80Z,60.2514802,17.4186494,2392.624,11.63,46.13,26.05,2.335,2.563,0.61,75.85492,0.50694,3,9
2023-07-15T10:07:40.00Z,60.2515010,17.4188175,2387.429,11.47,46.20,25.86,2.344,2.577,0.63,76.05209,0.56311,3,9
2023-07-15T10:07:40.20Z,60.2515220,17.4189855,2382.218,11.77,46.38,25.79,2.356,2.592,0.66,75.76438,0.55970,3,9
2023-07-15T10:07:40.40Z,60.2515436,17.4191516,2376.896,12.20,45.94,26.32,2.369,2.608,0.65,75.12697,0.56762,3,9
2023-07-15T10:07:40.60Z,60.2515656,17.4193175,2371.537,12.18,45.71,26.91,2.382,2.625,0.65,75.07847,0.56979,3,9
2023-07-15T10:07:40.80Z,60.2515880,17.4194826,2366.049,12.63,45.76,27.46,2.394,2.638,0.63,74.56592,0.53931,3,9
2023-07-15T10:07:41.00Z,60.2516110,17.4196486,2360.586,12.55,45.88,27.52,2.406,2.653,0.68,74.69864,0.62616,3,9
2023-07-15T10:07:41.20Z,60.2516345,17.4198137,2355.026,13.12,45.55,27.61,2.421,2.669,0.69,73.93139,0.63124,3,9
2023-07-15T10:07:41.40Z,60.2516588,17.4199775,2349.481,13.52,45.52,27.05,2.436,2.686,0.67,73.46124,0.59910,3,9
2023-07-15T10:07:41.60Z,60.2516840,17.4201435,2344.227,14.09,45.31,26.29,2.450,2.707,0.57,72.72601,0.55560,3,9
2023-07-15T10:07:41.80Z,60.2517103,17.4203093,2339.124,14.99,44.54,26.90,2.465,2.727,0.69,71.39680,0.50944,3,11
2023-07-15T10:07:42.00Z,60.2517372,17.4204728,2333.844,14.85,44.91,26.87,2.476,2.751,0.73,71.70451,0.58121,3,11
2023-07-15T10:07:42.20Z,60.2517632,17.4206354,2328.324,14.62,45.08,27.51,2.477,2.760,0.76,72.02794,0.54832,3,11
2023-07-15T10:07:42.40Z,60.2517900,17.4207979,2322.703,15.26,45.10,27.74,2.467,2.750,0.72,71.30551,0.53511,3,12
2023-07-15T10:07:42.60Z,60.2518177,17.4209602,2317.069,15.66,45.33,27.66,2.461,2.739,0.65,70.94560,0.49031,3,11
2023-07-15T10:07:42.80Z,60.2518467,17.4211244,2311.591,16.60,45.45,27.12,2.444,2.715,0.48,69.93468,0.42944,3,11
2023-07-15T10:07:43.00Z,60.2518775,17.4212873,2306.168,17.61,45.30,26.41,2.426,2.685,0.48,68.75970,0.38829,3,11
2023-07-15T10:07:43.20Z,60.2519104,17.4214521,2301.112,18.41,45.23,25.94,2.406,2.655,0.42,67.84918,0.35935,3,11
2023-07-15T10:07:43.40Z,60.2519445,17.4216144,2295.900,19.13,45.21,25.72,2.387,2.629,0.40,67.06344,0.36552,3,11
2023-07-15T10:07:43.60Z,60.2519796,17.4217763,2290.641,19.90,45.15,25.64,2.366,2.605,0.40,66.21587,0.36395,3,12
2023-07-15T10:07:43.80Z,60.2520158,17.4219388,2285.463,20.37,45.00,25.54,2.346,2.580,0.42,65.64179,0.36387,3,12
2023-07-15T10:07:44.00Z,60.2520530,17.4221015,2280.443,21.07,45.00,25.25,2.326,2.559,0.40,64.91080,0.35970,3,12
2023-07-15T10:07:44.20Z,60.2520917,17.4222643,2275.386,21.87,44.91,25.20,2.307,2.536,0.39,64.03208,0.34816,3,12
2023-07-15T10:07:44.40Z,60.2521317,17.4224274,2270.353,22.36,44.81,25.04,2.285,2.511,0.37,63.47794,0.33376,3,12
2023-07-15T10:07:44.60Z,60.2521723,17.4225889,2265.376,23.07,44.65,25.19,2.266,2.491,0.37,62.67399,0.34065,3,10
2023-07-15T10:07:44.80Z,60.2522144,17.4227493,2260.379,23.88,44.33,25.09,2.248,2.472,0.37,61.69140,0.33901,3,10
2023-07-15T10:07:45.00Z,60.2522579,17.4229080,2255.269,24.53,44.06,25.16,2.229,2.451,0.37,60.89731,0.33145,3,10
2023-07-15T10:07:45.20Z,60.2523024,17.4230664,2250.181,25.27,43.96,25.27,2.212,2.429,0.46,60.11365,0.33178,3,11
2023-07-15T10:07:45.40Z,60.2523484,17.4232243,2245.113,26.27,43.66,25.13,2.195,2.409,0.43,58.96200,0.32555,3,11
2023-07-15T10:07:45.60Z,60.2523964,17.4233806,2240.034,27.10,43.15,25.06,2.177,2.387,0.43,57.86808,0.34953,3,12
2023-07-15T10:07:45.80Z,60.2524453,17.4235356,2235.025,27.65,42.61,24.85,2.160,2.366,0.43,57.02430,0.34860,3,12
2023-07-15T10:07:46.00Z,60.2524962,17.4236898,2230.019,28.66,42.50,24.85,2.144,2.346,0.42,56.00225,0.30866,3,12
2023-07-15T10:07:46.20Z,60.2525484,17.4238424,2225.061,29.46,42.11,24.46,2.127,2.326,0.42,55.01763,0.30625,3,12
2023-07-15T10:07:46.40Z,60.2526017,17.4239928,2220.125,30.11,41.78,24.21,2.112,2.306,0.42,54.22268,0.30459,3,12
2023-07-15T10:07:46.60Z,60.2526563,17.4241420,2215.209,30.68,41.35,24.06,2.093,2.281,0.38,53.42461,0.28842,3,12
2023-07-15T10:07:46.80Z,60.2527116,17.4242902,2210.380,31.36,41.00,24.12,2.075,2.256,0.38,52.59012,0.28652,3,12
2023-07-15T10:07:47.00Z,60.2527683,17.4244377,2205.558,31.95,40.68,23.87,2.054,2.227,0.32,51.85837,0.26874,3,12
2023-07-15T10:07:47.20Z,60.2528264,17.4245836,2200.723,32.44,40.08,23.79,2.034,2.199,0.32,51.01660,0.29456,3,12
2023-07-15T10:07:47.40Z,60.2528853,17.4247280,2195.930,33.17,39.70,23.78,2.015,2.172,0.32,50.11677,0.29519,3,12
2023-07-15T10:07:47.60Z,60.2529455,17.4248707,2191.129,33.73,39.22,23.66,1.998,2.147,0.32,49.30568,0.29740,3,12
2023-07-15T10:07:47.80Z,60.2530068,17.4250116,2186.305,34.29,38.63,23.89,1.977,2.123,0.29,48.40106,0.33957,3,12
2023-07-15T10:07:48.00Z,60.2530693,17.4251495,2181.488,35.05,38.02,23.83,1.957,2.101,0.29,47.33050,0.33930,3,12
2023-07-15T10:07:48.20Z,60.2531329,17.4252852,2176.692,35.77,37.35,23.84,1.938,2.080,0.29,46.23435,0.33992,3,12
2023-07-15T10:07:48.40Z,60.2531977,17.4254191,2171.933,36.50,36.72,23.84,1.927,2.059,0.36,45.17032,0.43422,3,12
2023-07-15T10:07:48.60Z,60.2532637,17.4255502,2167.154,37.16,35.99,23.95,1.917,2.041,0.36,44.08509,0.44647,3,12
2023-07-15T10:07:48.80Z,60.2533312,17.4256783,2162.352,37.91,35.11,23.93,1.909,2.025,0.36,42.80180,0.53887,3,12
2023-07-15T10:07:49.00Z,60.2534000,17.4258024,2157.519,38.71,33.81,24.29,1.903,2.012,0.35,41.14008,0.55346,3,12
2023-07-15T10:07:49.20Z,60.2534702,17.4259226,2152.590,39.38,32.83,24.73,1.898,2.000,0.34,39.81754,0.58567,3,12
2023-07-15T10:07:49.40Z,60.2535418,17.4260391,2147.569,40.20,31.69,25.28,1.895,1.991,0.33,38.24642,0.59084,3,12
2023-07-15T10:07:49.60Z,60.2536145,17.4261511,2142.432,40.78,30.66,25.69,1.894,1.983,0.34,36.94046,0.63889,3,11
2023-07-15T10:07:49.80Z,60.2536886,17.4262603,2137.221,41.60,29.67,26.17,1.890,1.975,0.30,35.50281,0.53223,3,12
2023-07-15T10:07:50.00Z,60.2537635,17.4263661,2131.913,42.01,28.68,26.84,1.883,1.967,0.28,34.31461,0.50435,3,12
2023-07-15T10:07:50.20Z,60.2538393,17.4264684,2126.456,42.59,27.84,27.41,1.876,1.960,0.28,33.17420,0.51252,3,12
2023-07-15T10:07:50.40Z,60.2539160,17.4265677,2120.941,42.90,26.96,27.82,1.872,1.956,0.28,32.14911,0.53142,3,12
2023-07-15T10:07:50.60Z,60.2539934,17.4266641,2115.324,43.52,26.25,28.14,1.870,1.953,0.29,31.09932,0.54328,3,12
2023-07-15T10:07:50.80Z,60.2540721,17.4267578,2109.670,44.02,25.61,28.33,1.867,1.949,0.28,30.18932,0.50315,3,12
2023-07-15T10:07:51.00Z,60.2541516,17.4268491,2104.012,44.59,25.03,28.25,1.862,1.945,0.27,29.30244,0.47660,3,12
2023-07-15T10:07:51.20Z,60.2542318,17.4269387,2098.386,44.67,24.72,27.94,1.855,1.940,0.27,28.95903,0.44979,3,12
2023-07-15T10:07:51.40Z,60.2543122,17.4270278,2092.769,44.83,24.83,27.91,1.851,1.936,0.27,28.98299,0.49559,3,12
2023-07-15T10:07:51.60Z,60.2543930,17.4271168,2087.244,44.79,24.70,27.59,1.847,1.932,0.28,28.87071,0.52901,3,12
2023-07-15T10:07:51.80Z,60.2544737,17.4272059,2081.754,44.98,24.84,27.36,1.843,1.929,0.27,28.90935,0.51383,3,12
2023-07-15T10:07:52.00Z,60.2545548,17.4272953,2076.372,44.82,24.74,27.01,1.840,1.927,0.27,28.90489,0.51667,3,12
