$FLYS,1
$VAR,FIRMWARE_VER,v2023.09.22
$VAR,DEVICE_ID,004300364b34500b20393636
$VAR,SESSION_ID,0aae8025b977435b6d4e50e5
$COL,GNSS,time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,numSV
$UNIT,GNSS,,deg,deg,m,m/s,m/s,m/s,m,m,m/s,
$DATA
$GNSS,2024-03-29T17:21:32.000Z,33.5599938,-117.2423349,3086.975,14.17,58.67,1.73,555.078,449.857,21.20,4
$GNSS,2024-03-29T17:21:32.600Z,33.5599697,-117.2415257,3111.926,15.95,61.01,3.58,196.083,169.972,7.13,4
$GNSS,2024-03-29T17:21:32.800Z,33.5599952,-117.2413717,3113.478,15.80,61.81,2.62,156.237,144.612,4.08,5
$GNSS,2024-03-29T17:21:33.000Z,33.5600314,-117.2412546,3112.337,16.05,62.24,2.14,134.809,129.174,2.70,5
$GNSS,2024-03-29T17:21:33.200Z,33.5600725,-117.2411473,3110.445,16.52,62.38,2.39,120.114,117.778,2.62,5
$GNSS,2024-03-29T17:21:33.400Z,33.5601211,-117.2410651,3106.630,16.94,62.39,2.45,109.427,109.310,2.65,4
$GNSS,2024-03-29T17:21:33.600Z,33.5601602,-117.2409655,3104.577,16.90,62.09,1.32,101.333,102.402,2.65,5
$GNSS,2024-03-29T17:21:33.800Z,33.5601710,-117.2407912,3109.623,16.56,63.39,-0.17,80.097,81.739,2.46,6
$GNSS,2024-03-29T17:21:34.000Z,33.5601999,-117.2406562,3110.121,16.29,63.64,-1.33,67.971,69.722,2.41,6
$GNSS,2024-03-29T17:21:34.200Z,33.5602317,-117.2405277,3110.116,16.04,64.37,-2.37,59.558,61.334,2.26,6
$GNSS,2024-03-29T17:21:34.400Z,33.5602616,-117.2403893,3110.517,15.71,65.36,-2.44,53.587,55.312,2.16,6
$GNSS,2024-03-29T17:21:34.600Z,33.5602936,-117.2402522,3111.063,16.81,65.69,-2.75,49.172,50.866,2.03,6
$GNSS,2024-03-29T17:21:34.800Z,33.5603288,-117.2401211,3111.011,16.92,66.43,-3.04,45.679,47.352,1.93,6
