$FLYS,1
$VAR,FIRMWARE_VER,v2023.09.22
$VAR,DEVICE_ID,004300364b34500b20393636
$VAR,SESSION_ID,a8deffa2e4a0a240eedc10fd
$COL,BARO,time,pressure,temperature
$UNIT,BARO,s,Pa,deg C
$COL,HUM,time,humidity,temperature
$UNIT,HUM,s,percent,deg C
$COL,MAG,time,x,y,z,temperature
$UNIT,MAG,s,gauss,gauss,gauss,deg C
$COL,IMU,time,wx,wy,wz,ax,ay,az,temperature
$UNIT,IMU,s,deg/s,deg/s,deg/s,g,g,g,deg C
$COL,TIME,time,tow,week
$UNIT,TIME,s,s,
$COL,VBAT,time,voltage
$UNIT,VBAT,s,volt
$DATA
$IMU,107468.722,2.441,-0.915,5.249,0.52636,-0.61669,0.64355,17.16
$IMU,107468.797,1.342,-1.098,0.488,0.54003,-0.65722,0.68310,17.17
$IMU,107468.873,0.427,0.488,-0.793,0.52734,-0.65087,0.68359,17.22
$IMU,107468.948,0.488,-0.183,0.427,0.52392,-0.65380,0.68066,17.23
$BARO,107468.974,69438.84,18.20
$MAG,107468.980,-0.175,0.405,-0.312,14.9
$BARO,107469.015,69435.16,18.21
$HUM,107469.019,32.6,11.6
$IMU,107469.024,0.976,0.122,-0.427,0.54394,-0.63964,0.69140,17.23
$BARO,107469.056,69444.00,18.21
$MAG,107469.080,-0.177,0.399,-0.321,14.9
$BARO,107469.097,69422.02,18.21
$IMU,107469.099,0.427,1.037,-0.244,0.51708,-0.64746,0.68164,17.27
$HUM,107469.100,33.4,16.9
$BARO,107469.137,69439.52,18.21
$IMU,107469.175,0.427,-0.244,0.183,0.52099,-0.63867,0.68798,17.27
$BARO,107469.178,69428.16,18.21
$MAG,107469.180,-0.189,0.402,-0.321,14.9
$HUM,107469.182,33.3,16.9
$BARO,107469.219,69421.38,18.22
$IMU,107469.250,0.183,-0.854,0.671,0.51611,-0.63476,0.68164,17.23
$BARO,107469.260,69430.60,18.22
$HUM,107469.263,33.4,17.0
$MAG,107469.280,-0.183,0.400,-0.316,14.8
$BARO,107469.300,69414.24,18.22
$IMU,107469.326,-0.183,-1.464,0.122,0.53271,-0.63867,0.68408,17.30
$BARO,107469.341,69424.68,18.21
$HUM,107469.344,33.5,17.0
$MAG,107469.380,-0.177,0.400,-0.315,14.9
$BARO,107469.382,69411.32,18.22
$IMU,107469.401,-0.305,-1.159,-0.061,0.52050,-0.63525,0.67968,17.24
$BARO,107469.423,69411.73,18.22
$HUM,107469.425,33.3,17.0
$BARO,107469.463,69406.52,18.22
$IMU,107469.477,-0.183,-0.061,-3.112,0.53417,-0.63281,0.68847,17.24
$MAG,107469.480,-0.198,0.397,-0.312,14.8
$BARO,107469.504,69407.86,18.22
$HUM,107469.506,33.3,17.0
$BARO,107469.545,69407.27,18.22
$IMU,107469.552,-0.122,0.915,-3.112,0.54833,-0.63818,0.66748,17.25
$MAG,107469.580,-0.189,0.388,-0.313,14.9
$BARO,107469.586,69406.86,18.22
$HUM,107469.587,33.3,17.0
$BARO,107469.626,69402.23,18.22
$IMU,107469.628,0.183,2.136,-2.990,0.53027,-0.59960,0.70019,17.26
$VBAT,107469.663,3.908
$BARO,107469.667,69392.79,18.22
$HUM,107469.668,33.5,17.0
$MAG,107469.680,-0.186,0.400,-0.318,15.0
$IMU,107469.703,-2.563,4.089,-7.873,0.51416,-0.59960,0.67724,17.30
$BARO,107469.708,69383.34,18.22
$BARO,107469.749,69391.26,18.22
$HUM,107469.749,33.3,17.0
$IMU,107469.779,-3.784,0.854,-7.202,0.54052,-0.64697,0.68457,17.28
$MAG,107469.780,-0.184,0.390,-0.315,14.9
$BARO,107469.789,69383.90,18.23
$BARO,107469.830,69386.80,18.23
$HUM,107469.830,33.5,17.0
$IMU,107469.855,-2.502,-0.549,-0.488,0.52441,-0.62500,0.66406,17.27
$BARO,107469.871,69382.51,18.23
$MAG,107469.880,-0.186,0.406,-0.319,14.9
$BARO,107469.912,69390.99,18.23
$HUM,107469.912,33.4,17.0
$IMU,107469.930,-0.854,-2.807,1.892,0.55175,-0.62939,0.68261,17.31
$BARO,107469.953,69382.75,18.23
$MAG,107469.980,-0.184,0.402,-0.321,14.9
$BARO,107469.993,69375.17,18.23
$HUM,107469.993,33.5,17.0
$IMU,107470.006,-0.427,-2.014,2.258,0.54296,-0.61279,0.66601,17.25
$BARO,107470.034,69369.81,18.23
$HUM,107470.074,33.4,17.1
$BARO,107470.075,69374.00,18.23
$MAG,107470.080,-0.189,0.403,-0.313,15.0
$IMU,107470.081,-0.488,-0.976,1.647,0.54638,-0.62011,0.67089,17.32
$BARO,107470.115,69372.68,18.23
$HUM,107470.155,33.4,17.0
$BARO,107470.156,69379.05,18.23
$IMU,107470.157,-0.427,-0.244,1.159,0.52392,-0.62158,0.67236,17.30
$MAG,107470.180,-0.189,0.409,-0.309,14.9
$BARO,107470.197,69365.15,18.24
$IMU,107470.232,-0.488,-0.976,0.793,0.54638,-0.62207,0.67041,17.30
$HUM,107470.236,33.4,17.1
$BARO,107470.238,69354.89,18.24
