$FLYS,1
$VAR,FIRMWARE_VER,v2023.09.22
$VAR,DEVICE_ID,004300364b34500b20393636
$VAR,SESSION_ID,144cd20f760d280113dfa1e2
$COL,BARO,time,pressure,temperature
$UNIT,BARO,s,Pa,deg C
$COL,HUM,time,humidity,temperature
$UNIT,HUM,s,percent,deg C
$COL,MAG,time,x,y,z,temperature
$UNIT,MAG,s,gauss,gauss,gauss,deg C
$COL,IMU,time,wx,wy,wz,ax,ay,az,temperature
$UNIT,IMU,s,deg/s,deg/s,deg/s,g,g,g,deg C
$COL,TIME,time,tow,week
$UNIT,TIME,s,s,
$COL,VBAT,time,voltage
$UNIT,VBAT,s,volt
$DATA
$IMU,109139.589,2.319,0.183,6.347,-0.17578,-0.77343,0.60058,20.20
$IMU,109139.665,0.061,1.586,2.319,-0.21337,-0.79931,0.64892,20.27
$IMU,109139.740,-4.394,-2.075,0.610,-0.20214,-0.85498,0.64453,20.24
$IMU,109139.816,-3.662,-4.638,0.366,-0.15869,-0.90087,0.64404,20.23
$IMU,109139.891,1.342,-3.540,2.685,-0.16064,-0.88867,0.65185,20.26
$BARO,109139.962,68126.39,21.00
$IMU,109139.967,2.441,-1.281,1.770,-0.14501,-0.86425,0.62890,20.30
$MAG,109139.968,-0.129,0.535,-0.306,18.0
$BARO,109140.002,68117.59,21.01
$HUM,109140.007,34.6,20.0
$IMU,109140.042,2.441,-0.427,-5.187,-0.18603,-0.94384,0.62939,20.28
$BARO,109140.043,68114.84,21.01
$MAG,109140.068,-0.124,0.519,-0.304,17.9
$BARO,109140.084,68107.47,21.01
$HUM,109140.088,34.6,20.0
$IMU,109140.118,16.296,-2.319,-1.647,-0.12011,-1.00878,0.60839,20.33
$BARO,109140.125,68109.38,21.02
$BARO,109140.165,68107.62,21.02
$MAG,109140.168,-0.121,0.469,-0.319,18.0
$HUM,109140.169,34.5,20.0
$IMU,109140.194,39.550,2.502,1.403,-0.14550,-0.86767,0.67626,20.28
$BARO,109140.206,68084.03,21.02
$BARO,109140.247,68098.07,21.02
$HUM,109140.250,34.5,20.0
$MAG,109140.268,-0.117,0.397,-0.300,18.0
$IMU,109140.269,57.067,6.591,-10.253,-0.18554,-0.87597,0.66503,20.31
$BARO,109140.288,68109.69,21.02
$BARO,109140.328,68099.65,21.02
$HUM,109140.332,34.6,20.1
$IMU,109140.345,70.922,1.464,-10.070,-0.16357,-0.37597,0.91015,20.32
$MAG,109140.368,-0.118,0.342,-0.292,17.9
$BARO,109140.369,68105.04,21.02
$BARO,109140.410,68087.95,21.03
$HUM,109140.413,34.6,20.1
$IMU,109140.420,42.114,-4.943,7.019,-0.05810,-0.51367,0.90527,20.36
$BARO,109140.451,68079.44,21.03
$MAG,109140.468,-0.108,0.300,-0.279,18.0
$BARO,109140.491,68089.49,21.03
$HUM,109140.494,34.5,20.1
$IMU,109140.496,38.452,5.126,-6.530,-0.19726,-0.75634,0.87109,20.33
$VBAT,109140.516,3.893
$BARO,109140.532,68086.73,21.03
$MAG,109140.568,-0.094,0.201,-0.237,17.9
$IMU,109140.571,70.251,9.094,-27.282,-0.25390,-0.18017,1.06005,20.31
$BARO,109140.573,68066.62,21.03
$HUM,109140.575,34.5,20.1
$BARO,109140.613,68089.80,21.04
$IMU,109140.647,35.583,-3.234,-1.770,-0.03271,-0.01513,1.04736,20.35
$BARO,109140.654,68069.72,21.03
$HUM,109140.656,34.6,20.1
$MAG,109140.668,-0.105,0.205,-0.238,18.0
$BARO,109140.695,68065.43,21.03
$IMU,109140.722,-11.840,-1.098,13.854,-0.05029,-0.56347,1.00878,20.34
$BARO,109140.736,68076.86,21.03
$HUM,109140.737,34.6,20.1
$MAG,109140.768,-0.103,0.198,-0.237,17.9
$BARO,109140.776,68060.58,21.03
$IMU,109140.798,11.352,4.211,15.869,-0.06738,-0.37548,1.02441,20.34
$BARO,109140.817,68074.18,21.03
$HUM,109140.819,34.6,20.1
$BARO,109140.858,68066.91,21.04
$MAG,109140.868,-0.118,0.174,-0.229,18.0
$IMU,109140.873,21.118,3.234,23.864,-0.17480,-0.24169,1.01464,20.34
$BARO,109140.898,68063.04,21.04
$HUM,109140.900,34.6,20.1
$BARO,109140.939,68058.02,21.04
$IMU,109140.949,31.494,2.868,10.131,-0.10644,-0.27001,1.02148,20.34
$MAG,109140.968,-0.106,0.141,-0.220,18.0
$BARO,109140.980,68046.93,21.04
$HUM,109140.981,34.6,20.1
$BARO,109141.021,68051.58,21.04
$IMU,109141.024,29.235,6.164,-5.371,-0.27001,-0.28417,1.07763,20.38
$BARO,109141.061,68051.41,21.04
$HUM,109141.062,34.5,20.1
$MAG,109141.069,-0.096,0.109,-0.201,17.9
$IMU,109141.100,29.052,-0.976,-11.535,-0.14794,-0.14746,1.04003,20.36
$BARO,109141.102,68045.42,21.04
$BARO,109141.143,68049.49,21.04
$HUM,109141.143,34.5,20.1
$MAG,109141.169,-0.097,0.085,-0.195,17.9
$IMU,109141.175,17.150,-0.122,-3.845,-0.08935,-0.07861,1.05615,20.34
