$FLYS,1
$VAR,FIRMWARE_VER,v2023.09.22
$VAR,DEVICE_ID,004300364b34500b20393636
$VAR,SESSION_ID,4c0e26f5cbb4baa682d858f5
$COL,GNSS,time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,numSV
$UNIT,GNSS,,deg,deg,m,m/s,m/s,m/s,m,m,m/s,
$DATA
$GNSS,2024-03-29T21:24:00.600Z,33.6177916,-117.2389971,-207.935,18.24,-39.47,0.77,147.318,266.631,2.98,4
$GNSS,2024-03-29T21:24:00.800Z,33.6178468,-117.2390750,-206.407,18.46,-39.44,0.52,96.083,138.635,2.55,4
$GNSS,2024-03-29T21:24:01.000Z,33.6120767,-117.2432913,-680.754,15.18,-38.76,-5.72,484.470,795.125,1.85,5
$GNSS,2024-03-29T21:24:01.200Z,33.6104799,-117.2443031,-634.872,14.40,-39.89,-7.25,487.920,832.995,1.60,5
$GNSS,2024-03-29T21:24:01.400Z,33.6099701,-117.2444220,-393.404,14.51,-39.98,-8.37,443.932,755.766,1.55,5
$GNSS,2024-03-29T21:24:04.800Z,33.5839878,-117.2366772,3679.469,11.32,-36.25,-8.00,416.622,857.604,1.71,6
$GNSS,2024-03-29T21:24:05.000Z,33.5840119,-117.2367800,3686.683,11.08,-35.99,-8.12,305.231,752.821,1.07,7
$GNSS,2024-03-29T21:24:05.200Z,33.5840379,-117.2368542,3686.867,11.32,-35.72,-7.57,245.969,636.405,1.01,7
$GNSS,2024-03-29T21:24:05.400Z,33.5840559,-117.2369303,3687.711,11.22,-35.97,-7.36,193.948,486.123,0.94,7
$GNSS,2024-03-29T21:24:05.600Z,33.5840735,-117.2370096,3690.524,10.90,-36.42,-7.23,160.158,384.899,0.94,7
$GNSS,2024-03-29T21:24:05.800Z,33.5840955,-117.2370869,3690.913,11.23,-35.94,-7.42,134.990,314.605,1.06,8
$GNSS,2024-03-29T21:24:06.000Z,33.5841105,-117.2371716,3692.017,11.06,-35.53,-7.59,112.932,258.363,1.04,9
$GNSS,2024-03-29T21:24:06.200Z,33.5841255,-117.2372549,3693.791,11.24,-35.40,-7.45,95.796,216.586,1.13,9
$GNSS,2024-03-29T21:24:06.400Z,33.5841411,-117.2373368,3695.710,11.55,-36.16,-7.09,81.756,182.685,1.09,9
$GNSS,2024-03-29T21:24:06.600Z,33.5841590,-117.2374185,3697.799,12.24,-36.33,-7.10,71.612,160.587,1.37,8
$GNSS,2024-03-29T21:24:06.800Z,33.5841763,-117.2374975,3699.771,11.53,-35.77,-7.18,63.488,141.820,1.38,8
$GNSS,2024-03-29T21:24:07.000Z,33.5841944,-117.2375749,3701.379,11.47,-35.45,-7.38,56.513,125.617,1.35,8
$GNSS,2024-03-29T21:24:07.200Z,33.5842148,-117.2376515,3702.307,11.30,-35.32,-7.67,49.932,109.386,1.33,9
$GNSS,2024-03-29T21:24:07.400Z,33.5842360,-117.2377289,3702.693,11.47,-35.22,-7.36,44.256,95.179,1.33,9
$GNSS,2024-03-29T21:24:07.600Z,33.5842575,-117.2378063,3702.603,11.56,-34.96,-7.36,39.241,82.333,1.27,9
$GNSS,2024-03-29T21:24:07.800Z,33.5842801,-117.2378846,3702.674,11.37,-35.58,-7.00,33.853,67.741,0.80,10
$GNSS,2024-03-29T21:24:08.000Z,33.5843011,-117.2379622,3703.413,11.41,-35.48,-6.89,29.426,56.640,0.81,10
$GNSS,2024-03-29T21:24:08.200Z,33.5843219,-117.2380386,3704.184,11.58,-35.38,-6.80,25.419,47.139,0.81,11
$GNSS,2024-03-29T21:24:08.400Z,33.5843425,-117.2381145,3704.933,11.61,-35.38,-6.68,22.024,39.518,0.75,11
$GNSS,2024-03-29T21:24:08.600Z,33.5843654,-117.2381908,3704.918,11.93,-35.29,-6.58,18.908,32.637,0.68,12
$GNSS,2024-03-29T21:24:08.800Z,33.5843888,-117.2382673,3705.332,11.71,-35.33,-6.46,16.220,27.023,0.66,12
$GNSS,2024-03-29T21:24:09.000Z,33.5844125,-117.2383437,3705.844,11.74,-35.25,-6.35,13.959,22.469,0.64,12
$GNSS,2024-03-29T21:24:09.200Z,33.5844366,-117.2384197,3706.715,11.80,-35.24,-6.11,12.032,18.585,0.62,12
$GNSS,2024-03-29T21:24:09.400Z,33.5844597,-117.2384956,3707.396,11.73,-35.26,-6.08,10.393,15.501,0.60,12
$GNSS,2024-03-29T21:24:09.600Z,33.5844842,-117.2385726,3707.925,12.01,-35.15,-6.04,9.522,13.710,0.64,12
$GNSS,2024-03-29T21:24:09.800Z,33.5845078,-117.2386489,3708.674,11.89,-35.21,-5.89,9.284,12.972,0.63,12
$GNSS,2024-03-29T21:24:10.000Z,33.5845312,-117.2387251,3709.248,12.14,-35.28,-5.90,9.063,12.292,0.63,12
$GNSS,2024-03-29T21:24:10.200Z,33.5845542,-117.2388016,3710.159,12.19,-35.42,-5.81,8.856,11.762,0.63,12
$GNSS,2024-03-29T21:24:10.400Z,33.5845766,-117.2388778,3711.144,12.23,-35.42,-5.83,8.667,11.319,0.63,12
