$FLYS,1
$VAR,FIRMWARE_VER,v2023.09.22
$VAR,DEVICE_ID,004300364b34500b20393636
$VAR,SESSION_ID,4c0e26f5cbb4baa682d858f5
$COL,BARO,time,pressure,temperature
$UNIT,BARO,s,Pa,deg C
$COL,HUM,time,humidity,temperature
$UNIT,HUM,s,percent,deg C
$COL,MAG,time,x,y,z,temperature
$UNIT,MAG,s,gauss,gauss,gauss,deg C
$COL,IMU,time,wx,wy,wz,ax,ay,az,temperature
$UNIT,IMU,s,deg/s,deg/s,deg/s,g,g,g,deg C
$COL,TIME,time,tow,week
$UNIT,TIME,s,s,
$COL,VBAT,time,voltage
$UNIT,VBAT,s,volt
$DATA
$IMU,108777.077,2.868,-1.831,5.920,-0.63671,-0.67138,0.44921,21.27
$IMU,108777.152,4.394,-9.399,3.845,-0.67626,-0.71630,0.48828,21.31
$IMU,108777.228,7.324,-14.343,4.455,-0.66796,-0.73095,0.51416,21.29
$IMU,108777.303,13.793,-19.409,-1.342,-0.65722,-0.76708,0.53027,21.31
$IMU,108777.379,25.695,-23.742,-8.666,-0.57519,-0.71484,0.56445,21.34
$BARO,108777.451,65665.68,21.93
$IMU,108777.454,34.790,-24.291,-10.742,-0.59082,-0.69677,0.61035,21.36
$MAG,108777.457,-0.013,0.607,-0.226,19.0
$BARO,108777.492,65668.41,21.95
$HUM,108777.497,32.7,20.9
$IMU,108777.530,43.151,-28.747,-18.432,-0.52050,-0.64599,0.67138,21.35
$BARO,108777.533,65670.56,21.95
$MAG,108777.558,-0.055,0.568,-0.280,19.3
$BARO,108777.574,65660.05,21.94
$HUM,108777.578,32.6,21.0
$IMU,108777.605,49.377,-29.602,-26.428,-0.47167,-0.54394,0.73486,21.32
$BARO,108777.614,65661.57,21.95
$BARO,108777.655,65666.42,21.95
$MAG,108777.658,-0.117,0.522,-0.318,18.9
$HUM,108777.659,32.6,21.0
$IMU,108777.681,46.325,-29.724,-42.541,-0.44531,-0.47216,0.78369,21.37
$BARO,108777.696,65661.30,21.95
$BARO,108777.737,65654.69,21.95
$HUM,108777.740,32.7,21.0
$IMU,108777.756,39.489,-34.606,-74.829,-0.36962,-0.42626,0.83154,21.37
$MAG,108777.758,-0.184,0.457,-0.352,19.2
$BARO,108777.777,65650.77,21.95
$BARO,108777.818,65648.23,21.96
$HUM,108777.821,32.7,21.0
$IMU,108777.832,31.921,-42.480,-116.821,-0.16113,-0.33642,0.86865,21.41
$MAG,108777.858,-0.280,0.381,-0.351,19.3
$BARO,108777.859,65642.16,21.96
$BARO,108777.900,65652.89,21.96
$HUM,108777.903,32.7,21.0
$IMU,108777.908,17.272,-46.508,-136.840,0.11767,-0.30908,0.87597,21.40
$BARO,108777.940,65643.38,21.96
$MAG,108777.958,-0.336,0.312,-0.346,19.3
$BARO,108777.981,65654.98,21.96
$IMU,108777.983,5.676,-38.757,-112.792,0.26025,-0.35205,0.90673,21.37
$HUM,108777.984,32.8,21.1
$VBAT,108778.001,3.926
$BARO,108778.022,65629.29,21.96
$MAG,108778.058,-0.367,0.267,-0.315,19.0
$IMU,108778.059,0.427,-27.221,-80.261,0.24121,-0.29541,0.90673,21.39
$BARO,108778.062,65651.47,21.96
$HUM,108778.065,32.7,21.0
$BARO,108778.103,65633.36,21.96
$IMU,108778.134,-11.962,-26.916,-87.341,0.30810,-0.16894,0.89843,21.38
$BARO,108778.144,65633.75,21.96
$HUM,108778.146,32.7,21.0
$MAG,108778.158,-0.394,0.243,-0.274,19.3
$BARO,108778.185,65642.31,21.96
$IMU,108778.210,-36.743,-36.560,-100.097,0.50878,-0.24267,0.81396,21.38
$BARO,108778.225,65627.73,21.96
$HUM,108778.227,32.6,21.1
$MAG,108778.258,-0.433,0.228,-0.228,19.3
$BARO,108778.266,65627.81,21.97
$IMU,108778.285,-48.034,-39.062,-83.679,0.75732,-0.39111,0.72216,21.40
$BARO,108778.307,65636.61,21.97
$HUM,108778.309,32.7,21.1
$BARO,108778.347,65632.53,21.97
$MAG,108778.358,-0.447,0.210,-0.202,19.0
$IMU,108778.361,-33.813,-22.705,-48.217,0.89062,-0.38330,0.73388,21.40
$BARO,108778.388,65632.85,21.97
$HUM,108778.390,32.6,21.0
$BARO,108778.429,65621.47,21.97
$IMU,108778.436,-18.005,-2.990,-23.010,0.71289,-0.38964,0.74902,21.36
$MAG,108778.459,-0.435,0.214,-0.211,19.4
$BARO,108778.470,65629.95,21.97
$HUM,108778.471,32.6,21.1
$BARO,108778.510,65627.03,21.97
$IMU,108778.512,-9.704,-0.427,-20.690,0.69042,-0.34765,0.71435,21.42
$BARO,108778.551,65615.96,21.97
$HUM,108778.552,32.7,21.1
$MAG,108778.559,-0.445,0.205,-0.199,19.2
$IMU,108778.587,-7.995,-3.051,-9.460,0.68115,-0.35107,0.70605,21.42
$BARO,108778.592,65629.05,21.97
$BARO,108778.632,65636.17,21.97
$HUM,108778.633,32.7,21.0
$MAG,108778.659,-0.444,0.210,-0.189,19.0
