$FLYS,1
$VAR,FIRMWARE_VER,v2023.09.22
$VAR,DEVICE_ID,004300364b34500b20393636
$VAR,SESSION_ID,4daf4d6d0cdb77f4367fc653
$COL,BARO,time,pressure,temperature
$UNIT,BARO,s,Pa,deg C
$COL,HUM,time,humidity,temperature
$UNIT,HUM,s,percent,deg C
$COL,MAG,time,x,y,z,temperature
$UNIT,MAG,s,gauss,gauss,gauss,deg C
$COL,IMU,time,wx,wy,wz,ax,ay,az,temperature
$UNIT,IMU,s,deg/s,deg/s,deg/s,g,g,g,deg C
$COL,TIME,time,tow,week
$UNIT,TIME,s,s,
$COL,VBAT,time,voltage
$UNIT,VBAT,s,volt
$DATA
$IMU,108145.111,6.103,0.305,17.395,-0.40966,-0.28613,0.61621,18.97
$IMU,108145.186,-0.427,3.356,42.114,-0.51806,-0.23779,0.66113,18.93
$IMU,108145.262,-24.841,9.521,40.710,-0.61083,-0.34570,0.61914,19.00
$IMU,108145.337,-37.658,11.840,40.954,-0.70751,-0.36328,0.55761,18.98
$IMU,108145.413,-53.039,11.718,20.507,-0.69482,-0.43115,0.47460,18.99
$BARO,108145.421,61274.41,19.85
$MAG,108145.427,0.108,0.651,0.094,16.8
$BARO,108145.462,61277.70,19.86
$HUM,108145.467,30.3,16.3
$IMU,108145.488,-62.011,12.878,-3.784,-0.67431,-0.54980,0.39306,19.01
$BARO,108145.503,61269.29,19.86
$MAG,108145.527,0.096,0.667,0.156,16.7
$BARO,108145.544,61267.17,19.86
$HUM,108145.548,30.7,18.7
$IMU,108145.564,-59.753,13.793,-7.934,-0.71484,-0.64794,0.32958,19.02
$BARO,108145.585,61275.58,19.87
$BARO,108145.625,61277.23,19.86
$MAG,108145.627,0.084,0.658,0.219,16.9
$HUM,108145.629,30.5,18.8
$IMU,108145.639,-50.415,11.718,-6.408,-0.76562,-0.74902,0.27441,19.03
$BARO,108145.666,61268.63,19.87
$BARO,108145.707,61277.53,19.87
$HUM,108145.710,30.7,18.8
$IMU,108145.715,-37.231,7.751,-6.591,-0.74462,-0.79785,0.23828,19.00
$MAG,108145.727,0.066,0.661,0.259,16.7
$BARO,108145.748,61276.94,19.87
$BARO,108145.788,61257.32,19.87
$IMU,108145.790,-23.376,4.577,-3.845,-0.70703,-0.81738,0.22167,19.04
$HUM,108145.791,30.5,18.8
$MAG,108145.828,0.060,0.649,0.261,16.9
$BARO,108145.829,61271.24,19.87
$IMU,108145.866,-6.774,2.990,4.394,-0.69775,-0.87597,0.20849,19.08
$BARO,108145.870,61263.51,19.87
$HUM,108145.872,30.6,18.8
$BARO,108145.910,61260.32,19.87
$MAG,108145.928,0.069,0.649,0.264,16.8
$IMU,108145.941,8.422,4.028,8.117,-0.69677,-0.71679,0.19384,18.98
$BARO,108145.951,61255.88,19.87
$HUM,108145.954,30.6,18.8
$BARO,108145.992,61247.08,19.88
$IMU,108146.017,13.854,6.530,2.136,-0.73242,-0.68847,0.21630,19.11
$MAG,108146.028,0.064,0.648,0.243,16.9
$BARO,108146.033,61253.15,19.87
$HUM,108146.035,30.6,18.8
$VBAT,108146.035,3.895
$BARO,108146.073,61253.27,19.88
$IMU,108146.092,18.554,4.455,6.652,-0.79736,-0.75976,0.24951,19.05
$BARO,108146.114,61256.83,19.87
$HUM,108146.116,30.7,18.9
$MAG,108146.128,0.090,0.640,0.201,16.9
$BARO,108146.155,61240.79,19.87
$IMU,108146.168,30.578,-2.990,17.395,-0.80957,-0.68798,0.27636,19.08
$BARO,108146.196,61249.01,19.88
$HUM,108146.197,30.7,18.9
$MAG,108146.228,0.117,0.631,0.162,16.9
$BARO,108146.236,61245.42,19.88
$IMU,108146.243,38.391,-10.498,22.644,-0.75048,-0.59619,0.31689,19.08
$BARO,108146.277,61240.40,19.88
$HUM,108146.278,30.7,18.9
$BARO,108146.318,61240.99,19.88
$IMU,108146.319,42.846,-10.192,22.155,-0.74072,-0.48388,0.36181,19.03
$MAG,108146.328,0.138,0.625,0.111,16.8
$BARO,108146.359,61245.06,19.88
$HUM,108146.359,30.5,18.8
$IMU,108146.395,40.405,-7.812,17.150,-0.76611,-0.35644,0.41943,19.06
$BARO,108146.399,61244.08,19.88
$MAG,108146.428,0.153,0.615,0.082,16.8
$BARO,108146.440,61243.89,19.88
$HUM,108146.441,30.7,18.9
$IMU,108146.470,28.625,-7.507,8.361,-0.76171,-0.33740,0.45312,19.10
$BARO,108146.481,61243.89,19.88
$BARO,108146.521,61241.09,19.89
$HUM,108146.522,30.7,18.9
$MAG,108146.528,0.160,0.606,0.058,16.8
$IMU,108146.546,18.432,-6.286,1.892,-0.74218,-0.37060,0.48681,19.08
$BARO,108146.562,61224.27,19.88
$BARO,108146.603,61225.51,19.88
$HUM,108146.603,30.7,18.9
$IMU,108146.621,12.939,-2.746,-1.403,-0.74267,-0.32177,0.49511,19.08
$MAG,108146.627,0.160,0.604,0.046,16.8
$BARO,108146.644,61231.80,19.88
$BARO,108146.684,61226.19,19.89
$HUM,108146.684,30.7,18.9
